"date","year","tsm","total.obs.mins","obs.hours","wind.dir","visibility","observer","count"
2016-09-15,2016,6.5,315,5.25,"W",NA,"SB",72
2016-09-16,2016,6.25,330,5.5,"SW",NA,"SB",223
2016-09-17,2016,6.5,315,5.25,"SSW",NA,"SB",117
2016-09-18,2016,6.5,300,5,"SW",NA,"SB",40
2016-09-19,2016,15.5,120,2,"NNE",NA,"SB",0
2016-09-21,2016,8.5,240,4,"WSW",NA,"SB",37
2016-09-22,2016,6.5,300,5,"WSW",NA,"SB",211
2016-09-23,2016,6.5,330,5.5,"WSW",NA,"SB",123
2016-09-24,2016,6.5,300,5,"W",NA,"SB",228
2016-09-25,2016,6.5,305,5.08333333333333,"WNW",NA,"SB",106
2016-09-26,2016,15.5,120,2,"W",NA,"SB",22
2016-09-28,2016,6.16666666666667,280,4.66666666666667,NA,NA,"SB",493
2016-09-29,2016,6.5,300,5,"NE",NA,"SB",390
2016-09-30,2016,6.5,300,5,"ENE",NA,"SB",155
2016-10-01,2016,6.5,300,5,"NE",NA,"SB",135
2016-10-02,2016,6.5,300,5,"NE",NA,"SB",100
2016-10-03,2016,15.5,120,2,"SE",NA,"SB",174
2016-10-04,2016,15.5,135,2.25,"ESE",NA,"SB",81
2016-10-05,2016,6.5,300,5,NA,NA,"SB",246
2016-10-06,2016,6.5,300,5,"S",NA,"SB",134
2016-10-07,2016,0,300,5,"S",NA,"SB",218
2016-10-08,2016,15.5,125,2.08333333333333,"S",NA,"SB",261
2016-10-09,2016,6.5,305,5.08333333333333,"NNW",NA,"SB",282
2016-10-10,2016,6.5,195,3.25,"NNW",NA,"SB",84
2016-10-11,2016,15.5,120,2,"N",NA,"SB",17
2016-10-12,2016,6.5,355,5.91666666666667,"SSE",NA,"SB",1583
2016-10-13,2016,6.5,305,5.08333333333333,"S",NA,"SB",795
2016-10-14,2016,6.5,300,5,"NNW",NA,"SB",182
2016-10-15,2016,6.5,300,5,NA,NA,"SB",616
2016-10-16,2016,0,300,5,"SW",NA,"SB",594
2016-10-17,2016,6.66666666666667,280,4.66666666666667,NA,NA,"SB",305
2016-10-18,2016,6.66666666666667,280,4.66666666666667,"ESE",NA,"SB",702
2016-10-19,2016,15.75,105,1.75,"W",NA,"SB",102
2016-10-24,2016,6.5,300,5,"WNW",NA,"SB",169
2016-10-25,2016,6.83333333333333,160,2.66666666666667,"WNW",NA,"SB",84
2016-10-26,2016,15,105,1.75,"NW",NA,"SB",166
2016-10-27,2016,6.83333333333333,280,4.66666666666667,"ENE",NA,"SB",546
2016-10-29,2016,7.08333333333333,165,2.75,"NNW",NA,"SB",272
2016-10-30,2016,6.91666666666667,275,4.58333333333333,"WNW",NA,"SB",135
2016-10-31,2016,7,150,2.5,"NW",NA,"SB",69
2016-11-01,2016,7,240,4,NA,NA,"SB",70
2016-11-02,2016,7,150,2.5,"SSE",NA,"SB",254
2016-11-03,2016,7,120,2,"NNW",NA,"SB",37
2016-11-04,2016,7,120,2,"NNW",NA,"SB",14
2016-11-05,2016,7,210,3.5,"W",NA,"SB",201
2016-11-06,2016,7,180,3,"N",NA,"SB",9
2016-11-07,2016,7.33333333333333,220,3.66666666666667,"N",NA,"SB",32
2016-11-08,2016,6.33333333333333,240,4,"NNW",NA,"SB",56
2016-11-10,2016,6.5,120,2,"NW",NA,"SB",8
2016-11-11,2016,6.5,150,2.5,"SSW",NA,"SB",8
2016-11-12,2016,6.5,180,3,NA,NA,"AV",31
2016-11-13,2016,6.5,180,3,NA,NA,"AV",59
2016-11-14,2016,7.08333333333333,120,2,"WSW",NA,"MS",30
2017-09-11,2017,6.5,300,5,"NW",NA,"AW",46
2017-09-12,2017,6.33333333333333,130,2.16666666666667,NA,NA,"SB",7
2017-09-13,2017,6.45,60,1,"SSW",NA,"SB",1
2017-09-14,2017,6.25,110,1.83333333333333,NA,NA,"AS",0
2017-09-15,2017,6.25,330,5.5,NA,NA,"AS",6
2017-09-16,2017,6.25,240,4,NA,NA,"AS",1
2017-09-17,2017,6.16666666666667,60,1,NA,NA,"AS",0
2017-09-18,2017,6.16666666666667,240,4,NA,NA,"AS",0
2017-09-20,2017,6,345,5.75,"W",NA,"AS",7
2017-09-21,2017,6.25,270,4.5,"S",NA,"AS",25
2017-09-22,2017,6.25,315,5.25,"S",NA,"AS/SB",8
2017-09-23,2017,6.25,180,3,NA,NA,"AS",1
2017-09-24,2017,6.25,300,5,"WSW",NA,"AS",21
2017-09-25,2017,6.25,300,5,NA,NA,"AS",19
2017-09-27,2017,6.25,120,2,NA,NA,"AS",0
2017-09-28,2017,6.25,300,5,NA,NA,"AS",2
2017-09-29,2017,6.5,300,5,NA,NA,"AS",6
2017-09-30,2017,6.5,300,5,NA,NA,"AS",48
2017-10-01,2017,6.5,300,5,NA,NA,"AS",16
2017-10-02,2017,6.5,300,5,NA,NA,"AS",58
2017-10-03,2017,6.25,195,3.25,"NW",NA,"SB",317
2017-10-04,2017,6.5,300,5,"SW",NA,"AS",96
2017-10-05,2017,6.5,300,5,"W",NA,"AS",41
2017-10-06,2017,0,300,5,NA,NA,"AS",87
2017-10-07,2017,0,300,5,NA,NA,"AS",234
2017-10-08,2017,6.5,300,5,NA,NA,"AS",28
2017-10-09,2017,6.5,180,3,NA,NA,"AS",49
2017-10-10,2017,6.5,250,4.16666666666667,"WNW",NA,"SB",46
2017-10-11,2017,6.75,300,5,NA,NA,"AS",228
2017-10-12,2017,0,300,5,NA,NA,"AS",214
2017-10-13,2017,6.75,315,5.25,NA,NA,"AS",213
2017-10-14,2017,6.75,300,5,NA,NA,"AS",243
2017-10-15,2017,6.75,105,1.75,NA,NA,"AS",68
2017-10-16,2017,6.75,315,5.25,NA,NA,"AS",50
2017-10-17,2017,6.5,270,4.5,"SW",NA,"SB",204
2017-10-18,2017,6.75,315,5.25,NA,NA,"AS",231
2017-10-19,2017,6.75,300,5,NA,NA,"AS",514
2017-10-20,2017,6.75,315,5.25,NA,NA,"AS",35
2017-10-21,2017,6.75,300,5,NA,NA,"AS",159
2017-10-22,2017,7.16666666666667,300,5,NA,NA,"AS",351
2017-10-23,2017,15.5,120,2,NA,NA,"AS",210
2017-10-24,2017,6.75,225,3.75,"SSE",NA,"SB",741
2017-10-25,2017,15.5,120,2,NA,NA,"AS",0
2017-10-26,2017,7,90,1.5,"W",NA,"AS",0
2017-10-27,2017,7,300,5,NA,NA,"AS",21
2017-10-28,2017,7,330,5.5,NA,NA,"AS",275
2017-10-29,2017,7,300,5,NA,NA,"AS",91
2017-10-30,2017,0,60,1,NA,NA,NA,0
2017-10-31,2017,7,330,5.5,"S",NA,"AS",26
2017-11-01,2017,7,300,5,NA,NA,"AS",18
2017-11-03,2017,7,285,4.75,NA,NA,"AS",85
2017-11-04,2017,7,300,5,NA,NA,"AS",17
2017-11-05,2017,6.25,300,5,"E",NA,"AS",553
2017-11-06,2017,6.25,180,3,NA,NA,"AS",1
2017-11-07,2017,6.75,135,2.25,"WNW",NA,"SB",72
2017-11-08,2017,6.25,300,5,"NNE",NA,"AS",26
2017-11-09,2017,6.25,300,5,"NNE",NA,"AS",17
2017-11-10,2017,6.25,300,5,"W",NA,"AS",16
2017-11-11,2017,6.25,300,5,"WNW",NA,"AS",13
2017-11-12,2017,6.25,300,5,"SSE",NA,"AS",32
2017-11-14,2017,6.41666666666667,155,2.58333333333333,"N",NA,"SB",42
2017-11-15,2017,6.5,300,5,"NNE",NA,"AS",5
2017-11-16,2017,6,180,3,"SSW",NA,"AS",50
2017-11-17,2017,6,180,3,"WNW",NA,"AS",2
2018-09-04,2018,17,120,2,"WNW",NA,"EJ",5
2018-09-05,2018,5.5,390,6.5,"NE",NA,"EJ",106
2018-09-06,2018,16,120,2,"W","4","SB",0
2018-09-07,2018,6,120,2,"N","4","SB",27
2018-09-08,2018,5.5,330,5.5,"N","4","EJ",32
2018-09-09,2018,5.5,330,5.5,NA,"4","EJ",44
2018-09-10,2018,5.5,330,5.5,"E","4","EJ",59
2018-09-11,2018,6.25,195,3.25,"E","2","EJ",5
2018-09-12,2018,5.5,300,5,NA,"2","EJ/SB",17
2018-09-13,2018,5.83333333333333,100,1.66666666666667,"W","2","SB",4
2018-09-14,2018,5.58333333333333,160,2.66666666666667,NA,"3","SB",1
2018-09-16,2018,7,210,3.5,NA,"4","EJ",61
2018-09-17,2018,15.5,60,1,"W","1","EJ",0
2018-09-18,2018,5.75,210,3.5,"W","2","EJ",17
2018-09-19,2018,5.83333333333333,380,6.33333333333333,"E","3","EJ/SB",108
2018-09-20,2018,5.75,405,6.75,"N","4","SB",128
2018-09-21,2018,5.75,225,3.75,NA,"4","SB",96
2018-09-22,2018,6,345,5.75,"NW","3","EJ",15
2018-09-23,2018,5.83333333333333,345,5.75,NA,"4","EJ",175
2018-09-24,2018,6,300,5,NA,"4","EJ",112
2018-09-25,2018,6,330,5.5,"S","3","EJ",89
2018-09-26,2018,6,180,3,"SSW","2","EJ",19
2018-09-27,2018,5.83333333333333,280,4.66666666666667,"N","3","SB",131
2018-09-28,2018,6,300,5,"NNW","3","SB",100
2018-09-29,2018,6,210,3.5,"W","4","EJ",169
2018-09-30,2018,6,360,6,NA,"4","EJ",187
2018-10-01,2018,6,330,5.5,"E","4","EJ",253
2018-10-02,2018,6,360,6,"NE","3","EJ",195
2018-10-03,2018,6.08333333333333,360,6,NA,"4","EJ",136
2018-10-04,2018,6,300,5,"SW","3","EJ/SB",89
2018-10-05,2018,6,240,4,"N","3","SB",75
2018-10-06,2018,6,330,5.5,NA,"4","EJ",258
2018-10-07,2018,6,330,5.5,NA,"3","EJ",449
2018-10-08,2018,6,330,5.5,NA,"4","EJ",401
2018-10-09,2018,6.16666666666667,330,5.5,"SW","3","EJ",56
2018-10-10,2018,6.16666666666667,330,5.5,NA,"3","EJ",701
2018-10-11,2018,6.5,210,3.5,"ENE","1","SB",53
2018-10-12,2018,6.25,240,4,"NW","3","SB",308
2018-10-13,2018,6.25,345,5.75,"WNW","3","EJ",627
2018-10-14,2018,6.33333333333333,400,6.66666666666667,"NW","4","EJ",180
2018-10-15,2018,6.25,345,5.75,NA,"3","EJ/KY",548
2018-10-16,2018,6.41666666666667,360,6,"NW","4","EJ",121
2018-10-17,2018,6.5,540,9,"SW","4","EJ/SB",328
2018-10-18,2018,6.25,305,5.08333333333333,"WNW","4","SB",153
2018-10-19,2018,6.5,270,4.5,"WSW","4","SB",771
2018-10-20,2018,6.41666666666667,350,5.83333333333333,"SW","3","EJ",393
2018-10-21,2018,6.5,330,5.5,"N","4","EJ",454
2018-10-22,2018,6.5,330,5.5,"WNW","4","EJ",508
2018-10-23,2018,6.5,330,5.5,"S","3","EJ",463
2018-10-24,2018,6.5,300,5,"N","3","EJ",49
2018-10-25,2018,6.58333333333333,330,5.5,"N","4","EJ",202
2018-10-26,2018,6.5,240,4,"WNW","4","SB",153
2018-10-27,2018,6.5,360,6,"SE","4","EJ",803
2018-10-28,2018,6.75,210,3.5,NA,"2","EJ",30
2018-10-29,2018,6.66666666666667,300,5,"SW","3","EJ",277
2018-10-30,2018,6.66666666666667,330,5.5,"N","4","EJ",206
2018-10-31,2018,6.75,315,5.25,"N","4","EJ",125
2018-11-01,2018,7,240,4,"WSW","3","SB",464
2018-11-02,2018,7,30,0.5,"ENE","1","SB",0
2018-11-03,2018,7.43333333333333,211,3.51666666666667,"SW","2","IB/KY",17
2018-11-04,2018,5.75,315,5.25,"NW","4","EJ/IB/KY",88
2018-11-05,2018,5.83333333333333,360,6,NA,"4","EJ",272
2018-11-06,2018,6,195,3.25,"ENE","1","EJ",44
2018-11-07,2018,6,300,5,"W","3","EJ",113
2018-11-08,2018,6,300,5,"W","4","SB",133
2018-11-09,2018,6,240,4,NA,"3","SB",94
2018-11-10,2018,6.25,300,5,NA,"3","EJ",4
2018-11-11,2018,6.08333333333333,300,5,"WNW","4","EJ",233
2018-11-12,2018,6.08333333333333,300,5,"NW","4","EJ",176
2018-11-13,2018,6.16666666666667,210,3.5,"SW","2","EJ",10
2018-11-14,2018,6.25,240,4,"NW","4","EJ",70
2019-09-04,2019,6,300,5,"S","4","HD",106
2019-09-05,2019,6,300,5,"SSE","4","HD",20
2019-09-06,2019,6,300,5,"SSW","4","HD",43
2019-09-08,2019,5.83333333333333,240,4,"NW","4","HD",17
2019-09-09,2019,6,300,5,"N","4","HD",35
2019-09-10,2019,6,300,5,"NNE","4","HD",95
2019-09-11,2019,6,300,5,"SSW","4","HD",5
2019-09-12,2019,5.83333333333333,300,5,"N","4","HD",23
2019-09-14,2019,6,330,5.5,"S","4","EJ",34
2019-09-15,2019,5.5,300,5,"N","3","HD",22
2019-09-16,2019,6,300,5,"WNW","4","HD",36
2019-09-17,2019,6,300,5,"WNW","4","HD",78
2019-09-18,2019,6,300,5,"N","4","HD/SB",103
2019-09-19,2019,6,300,5,"WNW","4","HD/SB",55
2019-09-20,2019,6,240,4,"WNW","4","SB",101
2019-09-21,2019,6,300,5,"NW","3","HD",65
2019-09-22,2019,6.16666666666667,300,5,"WSW","4","HD",81
2019-09-23,2019,6.16666666666667,294,4.9,"S","3","HD",9
2019-09-24,2019,6.16666666666667,270,4.5,"SSW","3","HD",16
2019-09-25,2019,6,300,5,"NW","3","SB",103
2019-09-26,2019,6,300,5,"S","3","SB",89
2019-09-27,2019,6.16666666666667,300,5,"NW","4","HD",57
2019-09-28,2019,6.16666666666667,300,5,"SSW","4","HD",138
2019-09-29,2019,6.16666666666667,300,5,"NNW","4","HD",231
2019-09-30,2019,6.16666666666667,300,5,"NNE","4","HD",296
2019-10-01,2019,6.16666666666667,300,5,"SSE","4","HD",261
2019-10-02,2019,6.16666666666667,240,4,"NNW","3","HD",404
2019-10-03,2019,6.16666666666667,300,5,"NNW","4","HD",318
2019-10-04,2019,6.16666666666667,300,5,"NNE","3","SB",117
2019-10-05,2019,6.33333333333333,300,5,"NNW","4","HD",147
2019-10-06,2019,6.33333333333333,300,5,"SSE","4","HD",154
2019-10-07,2019,6.33333333333333,180,3,"SSE","2","HD",132
2019-10-08,2019,6.33333333333333,300,5,"SSW","3","SB",431
