"","species","date","hour.1.total","hour.2.total","hour.3.total","hour.4.total","hour.5.total","day.total","total.obs.mins","time.of.obs","start.time.am","start.time.pm","principle.observer","wind.dir.speed","wind.dir","wind.speed","visibility"
"2615","COTE",2021-10-13,"","","","","",0,0,NA,"","",NA,NA,"","",NA
"2616","DCCO",2021-10-13,"","","","","",0,0,NA,"","",NA,NA,"","",NA
"2617","Duck sp.",2021-10-13,"","","","","",0,0,NA,"","",NA,NA,"","",NA
"2618","GBHE",2021-10-13,"","","","","",0,0,NA,"","",NA,NA,"","",NA
"2619","GRCO",2021-10-13,"","","","","",0,0,NA,"","",NA,NA,"","",NA
"2620","Great Shearwater",2021-10-13,"","","","","",0,0,NA,"","",NA,NA,"","",NA
"2621","GREG",2021-10-13,"","","","","",0,0,NA,"","",NA,NA,"","",NA
"2622","GRSC",2021-10-13,"","","","","",0,0,NA,"","",NA,NA,"","",NA
"2623","GWTE",2021-10-13,"","","","","",0,0,NA,"","",NA,NA,"","",NA
"2624","HADU",2021-10-13,"","","","","",0,0,NA,"","",NA,NA,"","",NA
"2625","HOGR",2021-10-13,"","","","","",0,0,NA,"","",NA,NA,"","",NA
"2626","Jaeger sp.",2021-10-13,"","","","","",0,0,NA,"","",NA,NA,"","",NA
"2627","LAGU",2021-10-13,"","","","","",0,0,NA,"","",NA,NA,"","",NA
"2628","Large alcid sp.",2021-10-13,"","","","","",0,0,NA,"","",NA,NA,"","",NA
"2629","LO sp.",2021-10-13,"","","","","",0,0,NA,"","",NA,NA,"","",NA
"2630","LTDU",2021-10-13,"","","","","",0,0,NA,"","",NA,NA,"","",NA
"2631","MALL",2021-10-13,"","","","","",0,0,NA,"","",NA,NA,"","",NA
"2632","MALL/ABDU",2021-10-13,"","","","","",0,0,NA,"","",NA,NA,"","",NA
"2633","NOGA",2021-10-13,"","","","","",0,0,NA,"","",NA,NA,"","",NA
"2634","NOPI",2021-10-13,"","","","","",0,0,NA,"","",NA,NA,"","",NA
"2635","PAJA",2021-10-13,"","","","","",0,0,NA,"","",NA,NA,"","",NA
"2636","POJA",2021-10-13,"","","","","",0,0,NA,"","",NA,NA,"","",NA
"2637","RAZO",2021-10-13,"","","","","",0,0,NA,"","",NA,NA,"","",NA
"2638","RBGU",2021-10-13,"","","","","",0,0,NA,"","",NA,NA,"","",NA
"2639","RBME",2021-10-13,"","","","","",0,0,NA,"","",NA,NA,"","",NA
"2640","RNGR",2021-10-13,"","","","","",0,0,NA,"","",NA,NA,"","",NA
"2641","RNPH",2021-10-13,"","","","","",0,0,NA,"","",NA,NA,"","",NA
"2642","RTLO",2021-10-13,"","","","","",0,0,NA,"","",NA,NA,"","",NA
"2643","SC sp.",2021-10-13,"","","","","",0,0,NA,"","",NA,NA,"","",NA
"2644","Scaup sp.",2021-10-13,"","","","","",0,0,NA,"","",NA,NA,"","",NA
"2645","Shearwater sp.",2021-10-13,"","","","","",0,0,NA,"","",NA,NA,"","",NA
"2646","SUSC",2021-10-13,"","","","","",0,0,NA,"","",NA,NA,"","",NA
"2647","Tern sp.",2021-10-13,"","","","","",0,0,NA,"","",NA,NA,"","",NA
"2648","UNBI",2021-10-13,"","","","","",0,0,NA,"","",NA,NA,"","",NA
"2649","WODU",2021-10-13,"","","","","",0,0,NA,"","",NA,NA,"","",NA
"2650","WWSC",2021-10-13,"","","","","",0,0,NA,"","",NA,NA,"","",NA
"2651","ABDU",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2652","AMWI",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2653","BLGU",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2654","BLKI",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2655","BLSC",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2656","BLSK",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2657","BOGU",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2658","BRAN",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2659","BUFF",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2660","Calidris sp.",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2661","CANG",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2662","CATE",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2663","CO sp.",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2664","COEI",2021-10-14,"","","","","",74,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2665","COGO",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2666","COLO",2021-10-14,"","","","","",3,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2667","COMU",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2668","COTE",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2669","DCCO",2021-10-14,"","","","","",93,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2670","Duck sp.",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2671","GBHE",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2672","GRCO",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2673","Great Shearwater",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2674","GREG",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2675","GRSC",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2676","GWTE",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2677","HADU",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2678","HOGR",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2679","Jaeger sp.",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2680","LAGU",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2681","Large alcid sp.",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2682","LO sp.",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2683","LTDU",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2684","MALL",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2685","MALL/ABDU",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2686","NOGA",2021-10-14,"","","","","",15,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2687","NOPI",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2688","PAJA",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2689","POJA",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2690","RAZO",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2691","RBGU",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2692","RBME",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2693","RNGR",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2694","RNPH",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2695","RTLO",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2696","SC sp.",2021-10-14,"","","","","",8,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2697","Scaup sp.",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2698","Shearwater sp.",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2699","SUSC",2021-10-14,"","","","","",8,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2700","Tern sp.",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2701","UNBI",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2702","WODU",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2703","WWSC",2021-10-14,"","","","","",0,180,"6:30-9:30","","","Bob D.","NW 0-2","","","Unl"
"2704","ABDU",2021-10-15,"","","","","",0,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2705","AMWI",2021-10-15,"","","","","",0,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2706","BLGU",2021-10-15,"","","","","",0,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2707","BLKI",2021-10-15,"","","","","",0,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2708","BLSC",2021-10-15,"","","","","",23,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2709","BLSK",2021-10-15,"","","","","",0,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2710","BOGU",2021-10-15,"","","","","",0,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2711","BRAN",2021-10-15,"","","","","",0,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2712","BUFF",2021-10-15,"","","","","",0,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2713","Calidris sp.",2021-10-15,"","","","","",0,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2714","CANG",2021-10-15,"","","","","",0,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2715","CATE",2021-10-15,"","","","","",0,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2716","CO sp.",2021-10-15,"","","","","",0,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2717","COEI",2021-10-15,"","","","","",324,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2718","COGO",2021-10-15,"","","","","",0,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2719","COLO",2021-10-15,"","","","","",4,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2720","COMU",2021-10-15,"","","","","",0,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2721","COTE",2021-10-15,"","","","","",0,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2722","DCCO",2021-10-15,"","","","","",210,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2723","Duck sp.",2021-10-15,"","","","","",8,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2724","GBHE",2021-10-15,"","","","","",0,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2725","GRCO",2021-10-15,"","","","","",0,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2726","Great Shearwater",2021-10-15,"","","","","",0,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2727","GREG",2021-10-15,"","","","","",0,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2728","GRSC",2021-10-15,"","","","","",0,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2729","GWTE",2021-10-15,"","","","","",0,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2730","HADU",2021-10-15,"","","","","",0,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2731","HOGR",2021-10-15,"","","","","",0,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2732","Jaeger sp.",2021-10-15,"","","","","",0,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2733","LAGU",2021-10-15,"","","","","",0,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2734","Large alcid sp.",2021-10-15,"","","","","",0,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2735","LO sp.",2021-10-15,"","","","","",0,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2736","LTDU",2021-10-15,"","","","","",0,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2737","MALL",2021-10-15,"","","","","",0,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2738","MALL/ABDU",2021-10-15,"","","","","",0,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2739","NOGA",2021-10-15,"","","","","",113,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2740","NOPI",2021-10-15,"","","","","",0,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2741","PAJA",2021-10-15,"","","","","",0,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2742","POJA",2021-10-15,"","","","","",0,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2743","RAZO",2021-10-15,"","","","","",0,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2744","RBGU",2021-10-15,"","","","","",0,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2745","RBME",2021-10-15,"","","","","",10,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2746","RNGR",2021-10-15,"","","","","",0,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2747","RNPH",2021-10-15,"","","","","",0,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2748","RTLO",2021-10-15,"","","","","",1,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2749","SC sp.",2021-10-15,"","","","","",22,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2750","Scaup sp.",2021-10-15,"","","","","",0,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2751","Shearwater sp.",2021-10-15,"","","","","",0,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2752","SUSC",2021-10-15,"","","","","",15,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2753","Tern sp.",2021-10-15,"","","","","",0,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2754","UNBI",2021-10-15,"","","","","",0,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2755","WODU",2021-10-15,"","","","","",0,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2756","WWSC",2021-10-15,"","","","","",4,180,"6:40 - 9:40","","","RZK","NE 10 - E 4","","","5 mi, unlimited"
"2757","ABDU",2021-10-17,"","","","","",0,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2758","AMWI",2021-10-17,"","","","","",0,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2759","BLGU",2021-10-17,"","","","","",0,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2760","BLKI",2021-10-17,"","","","","",0,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2761","BLSC",2021-10-17,"","","","","",40,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2762","BLSK",2021-10-17,"","","","","",0,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2763","BOGU",2021-10-17,"","","","","",0,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2764","BRAN",2021-10-17,"","","","","",0,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2765","BUFF",2021-10-17,"","","","","",0,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2766","Calidris sp.",2021-10-17,"","","","","",0,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2767","CANG",2021-10-17,"","","","","",0,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2768","CATE",2021-10-17,"","","","","",0,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2769","CO sp.",2021-10-17,"","","","","",7,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2770","COEI",2021-10-17,"","","","","",53,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2771","COGO",2021-10-17,"","","","","",0,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2772","COLO",2021-10-17,"","","","","",3,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2773","COMU",2021-10-17,"","","","","",0,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2774","COTE",2021-10-17,"","","","","",0,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2775","DCCO",2021-10-17,"","","","","",46,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2776","Duck sp.",2021-10-17,"","","","","",3,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2777","GBHE",2021-10-17,"","","","","",0,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2778","GRCO",2021-10-17,"","","","","",0,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2779","Great Shearwater",2021-10-17,"","","","","",1,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2780","GREG",2021-10-17,"","","","","",0,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2781","GRSC",2021-10-17,"","","","","",0,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2782","GWTE",2021-10-17,"","","","","",0,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2783","HADU",2021-10-17,"","","","","",0,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2784","HOGR",2021-10-17,"","","","","",0,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2785","Jaeger sp.",2021-10-17,"","","","","",0,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2786","LAGU",2021-10-17,"","","","","",0,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2787","Large alcid sp.",2021-10-17,"","","","","",0,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2788","LO sp.",2021-10-17,"","","","","",1,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2789","LTDU",2021-10-17,"","","","","",1,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2790","MALL",2021-10-17,"","","","","",0,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2791","MALL/ABDU",2021-10-17,"","","","","",0,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2792","NOGA",2021-10-17,"","","","","",0,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2793","NOPI",2021-10-17,"","","","","",0,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2794","PAJA",2021-10-17,"","","","","",0,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2795","POJA",2021-10-17,"","","","","",0,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2796","RAZO",2021-10-17,"","","","","",0,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2797","RBGU",2021-10-17,"","","","","",0,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2798","RBME",2021-10-17,"","","","","",3,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2799","RNGR",2021-10-17,"","","","","",0,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2800","RNPH",2021-10-17,"","","","","",0,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2801","RTLO",2021-10-17,"","","","","",0,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2802","SC sp.",2021-10-17,"","","","","",19,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2803","Scaup sp.",2021-10-17,"","","","","",0,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2804","Shearwater sp.",2021-10-17,"","","","","",0,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2805","SUSC",2021-10-17,"","","","","",18,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2806","Tern sp.",2021-10-17,"","","","","",0,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2807","UNBI",2021-10-17,"","","","","",0,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2808","WODU",2021-10-17,"","","","","",0,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2809","WWSC",2021-10-17,"","","","","",0,180,"6:45-9:45","","","STB/RZK","SE 15-20, N 3-4","","","1-5 mi. in/out"
"2810","ABDU",2021-10-18,"","","","","",0,120,"6:40 -8:40","","","RZK","WNW15-20","","","unlimitied "
"2811","AMWI",2021-10-18,"","","","","",0,120,"6:40 -8:40","","","RZK","WNW15-20","","","unlimitied "
"2812","BLGU",2021-10-18,"","","","","",0,120,"6:40 -8:40","","","RZK","WNW15-20","","","unlimitied "
"2813","BLKI",2021-10-18,"","","","","",0,120,"6:40 -8:40","","","RZK","WNW15-20","","","unlimitied "
"2814","BLSC",2021-10-18,"","","","","",3,120,"6:40 -8:40","","","RZK","WNW15-20","","","unlimitied "
"2815","BLSK",2021-10-18,"","","","","",0,120,"6:40 -8:40","","","RZK","WNW15-20","","","unlimitied "
"2816","BOGU",2021-10-18,"","","","","",0,120,"6:40 -8:40","","","RZK","WNW15-20","","","unlimitied "
"2817","BRAN",2021-10-18,"","","","","",0,120,"6:40 -8:40","","","RZK","WNW15-20","","","unlimitied "
"2818","BUFF",2021-10-18,"","","","","",0,120,"6:40 -8:40","","","RZK","WNW15-20","","","unlimitied "
"2819","Calidris sp.",2021-10-18,"","","","","",0,120,"6:40 -8:40","","","RZK","WNW15-20","","","unlimitied "
"2820","CANG",2021-10-18,"","","","","",0,120,"6:40 -8:40","","","RZK","WNW15-20","","","unlimitied "
"2821","CATE",2021-10-18,"","","","","",0,120,"6:40 -8:40","","","RZK","WNW15-20","","","unlimitied "
"2822","CO sp.",2021-10-18,"","","","","",1,120,"6:40 -8:40","","","RZK","WNW15-20","","","unlimitied "
"2823","COEI",2021-10-18,"","","","","",236,120,"6:40 -8:40","","","RZK","WNW15-20","","","unlimitied "
"2824","COGO",2021-10-18,"","","","","",0,120,"6:40 -8:40","","","RZK","WNW15-20","","","unlimitied "
"2825","COLO",2021-10-18,"","","","","",15,120,"6:40 -8:40","","","RZK","WNW15-20","","","unlimitied "
"2826","COMU",2021-10-18,"","","","","",0,120,"6:40 -8:40","","","RZK","WNW15-20","","","unlimitied "
"2827","COTE",2021-10-18,"","","","","",0,120,"6:40 -8:40","","","RZK","WNW15-20","","","unlimitied "
"2828","DCCO",2021-10-18,"","","","","",153,120,"6:40 -8:40","","","RZK","WNW15-20","","","unlimitied "
"2829","Duck sp.",2021-10-18,"","","","","",0,120,"6:40 -8:40","","","RZK","WNW15-20","","","unlimitied "
"2830","GBHE",2021-10-18,"","","","","",0,120,"6:40 -8:40","","","RZK","WNW15-20","","","unlimitied "
"2831","GRCO",2021-10-18,"","","","","",0,120,"6:40 -8:40","","","RZK","WNW15-20","","","unlimitied "
"2832","Great Shearwater",2021-10-18,"","","","","",0,120,"6:40 -8:40","","","RZK","WNW15-20","","","unlimitied "
"2833","GREG",2021-10-18,"","","","","",0,120,"6:40 -8:40","","","RZK","WNW15-20","","","unlimitied "
"2834","GRSC",2021-10-18,"","","","","",0,120,"6:40 -8:40","","","RZK","WNW15-20","","","unlimitied "
"2835","GWTE",2021-10-18,"","","","","",0,120,"6:40 -8:40","","","RZK","WNW15-20","","","unlimitied "
"2836","HADU",2021-10-18,"","","","","",0,120,"6:40 -8:40","","","RZK","WNW15-20","","","unlimitied "
"2837","HOGR",2021-10-18,"","","","","",0,120,"6:40 -8:40","","","RZK","WNW15-20","","","unlimitied "
"2838","Jaeger sp.",2021-10-18,"","","","","",0,120,"6:40 -8:40","","","RZK","WNW15-20","","","unlimitied "
"2839","LAGU",2021-10-18,"","","","","",0,120,"6:40 -8:40","","","RZK","WNW15-20","","","unlimitied "
"2840","Large alcid sp.",2021-10-18,"","","","","",0,120,"6:40 -8:40","","","RZK","WNW15-20","","","unlimitied "
"2841","LO sp.",2021-10-18,"","","","","",0,120,"6:40 -8:40","","","RZK","WNW15-20","","","unlimitied "
"2842","LTDU",2021-10-18,"","","","","",0,120,"6:40 -8:40","","","RZK","WNW15-20","","","unlimitied "
