"","cond((Int))","disp((Int))","cond(scale(doy))","cond(I(scale(doy)^2))","cond(scale(obs.hours))","cond(scale(pressure))","cond(scale(tsm))","cond(scale(wind.dir.cos))","cond(scale(wind.dir.sin))","cond(scale(wind.speed))","cond(scale(year))","df","logLik","AICc","delta","weight"
"1",3.93283716154214,"+",NA,-1.06789501017842,0.525600019840013,0.268134838023424,-0.228099340609384,0.11470362466258,NA,0.324812625207714,NA,9,-2303.7778127384,4625.85967953084,0,0.105809669813125
"2",3.93005015561149,"+",NA,-1.05868895156452,0.555365726798474,0.282542748341827,-0.201974354140561,0.108780183698345,NA,0.31363990168448,0.158470459582876,10,-2302.8720834334,4626.11641728982,0.25673775897576,0.093062660292394
"3",3.92768219358063,"+",NA,-1.0471791485387,0.564744171169628,0.276888919620537,-0.205916929114513,NA,NA,0.314258984127806,0.168740952513854,9,-2304.06326913747,4626.430592329,0.570912798159043,0.0795340723821325
"4",3.93112381482629,"+",NA,-1.05653889085327,0.532692475938544,0.262351783218172,-0.234553856081177,NA,NA,0.326786610142531,NA,8,-2305.10406100844,4626.45095506915,0.591275538310583,0.0787284148657871
"5",3.92425457789907,"+",NA,-1.06288915253287,0.531430540279302,0.259465683267119,-0.229089824043713,0.115273917588252,-0.0725625535671207,0.314602371668817,NA,10,-2303.21493335742,4626.80211713784,0.942437606998283,0.0660507316980096
"6",3.95755638625612,"+",0.0912345166358828,-1.0808642504029,0.537413243233484,0.266739040266283,-0.237832899990701,0.120921862972445,NA,0.283032257492754,NA,10,-2303.39610473126,4627.16445988554,1.30478035469696,0.0551056215248225
"7",3.92262087816546,"+",NA,-1.05479272500375,0.558987631302978,0.27331089011679,-0.204458835384187,0.109812912745633,-0.0643985512599794,0.305462083939841,0.148161491324241,11,-2302.43200261331,4627.31146285373,1.45178332288651,0.0512005488084963
"8",3.92284293571956,"+",NA,-1.05149417272601,0.537503798653048,0.253731274870715,-0.23550984999539,NA,-0.0714754576319851,0.315884743608231,NA,9,-2304.55795276265,4627.41995957934,1.56028004850032,0.0484969974653947
"9",3.95262567117697,"+",0.0844279246299034,-1.07111487279574,0.564700806627498,0.280336486139973,-0.212098105064407,0.115041861599645,NA,0.275479166509704,0.153563570507516,11,-2302.5428308775,4627.53311938212,1.67343985127991,0.0458292249381287
"10",3.92070951855958,"+",NA,-1.04329605776041,0.567504067863146,0.267833202855705,-0.208396788811924,NA,-0.062479635902761,0.305659280271694,0.158566618826199,10,-2303.6489483303,4627.67014708361,1.81046755276384,0.0427944377900176
"11",3.95091303713527,"+",0.073184371725993,-1.06644191176573,0.542067234487083,0.260714476740677,-0.242539849440673,NA,NA,0.29341101607949,NA,9,-2304.85935908894,4628.02277223193,2.16309270108741,0.0358769691511293
"12",3.94929344241024,"+",0.0944820978453934,-1.07605682628983,0.54407190331245,0.25764656419038,-0.239097833123028,0.121498214637857,-0.074379291776644,0.270674455555908,NA,11,-2302.8072579934,4628.06197361393,2.20229408308387,0.0351806026911871
"13",3.94518719806098,"+",0.0657223035810411,-1.05641141904252,0.571942643441924,0.274612664216635,-0.21399420265478,NA,NA,0.284737006788781,0.16484310102879,10,-2303.86381206138,4628.09987454578,2.24019501493422,0.0345201911952411
"14",3.94556354226028,"+",0.0872428420435168,-1.06747268290913,0.568897524439421,0.270684015611995,-0.214923130534433,0.116106617045248,-0.0660386133156037,0.265525681771876,0.142446920361322,12,-2302.08223951891,4628.69419041302,2.83451088217953,0.0256459706922944
"15",3.93840854110246,"+",NA,-1.04192083136952,0.624241442367143,0.299098008567235,NA,0.112442601260562,NA,0.319761004351085,0.206736477240037,9,-2305.21761899948,4628.73929205301,2.87961252216701,0.0250741052751621
"16",3.94318325220831,"+",0.0768353604197452,-1.06167148096809,0.547683754779877,0.25167477418278,-0.243848120248488,NA,-0.073135630544561,0.280237630617101,NA,10,-2304.28964586754,4628.95154215809,3.0918626272487,0.0225494482708074
"17",3.93684530575004,"+",NA,-1.03079358202992,0.633675566847128,0.29397654369356,NA,NA,NA,0.3209316144619,0.218146591334487,8,-2306.48735490557,4629.21754286342,3.35786333257602,0.0197412478453824
"18",3.9386921112979,"+",0.0688000880743308,-1.05278641720479,0.575240549123883,0.2651588040391,-0.216847407693848,NA,-0.0639256719509646,0.274294345356716,0.153958380068336,11,-2303.43187466982,4629.31120696676,3.45152743591643,0.018838039333566
"19",3.94359418596965,"+",NA,-1.05134152310978,0.597244922006643,0.282269241641426,NA,0.12134561027314,NA,0.334602667533426,NA,8,-2306.82377533421,4629.89038372069,4.03070418984407,0.0141016218758512
"20",3.93159195937395,"+",NA,-1.03829865981689,0.628285535866814,0.29050694031185,NA,0.113410552466858,-0.0601661410359003,0.312049405636095,0.197918531158468,10,-2304.83413453205,4630.0405194871,4.18083995625875,0.0130817997773205
"21",3.93047665328687,"+",NA,-1.02717740825206,0.636891141109903,0.28557925829051,NA,NA,-0.0581957520539582,0.31281671071268,0.209461891013738,9,-2306.12846044765,4630.56097494936,4.70129541851838,0.0100844456597472
"22",3.95194911347021,"+",0.0495691980757037,-1.0487220793796,0.631435099470187,0.29785598037301,NA,0.11621305756669,NA,0.297253345353423,0.204939730231011,10,-2305.10155081581,4630.57535205463,4.71567252378281,0.0100122130264517
"23",3.94315527147842,"+",NA,-1.04025994555686,0.604540185144931,0.277526932212718,NA,NA,NA,0.337620863110139,NA,7,-2308.30399886764,4630.79654992383,4.93687039298584,0.00896391179391755
