"","species","date","hour.1.total","hour.2.total","hour.3.total","hour.4.total","hour.5.total","day.total","total.obs.mins","time.of.obs","start.time.am","start.time.pm","principle.observer","wind.dir.speed","wind.dir","wind.speed","visibility"
"3325","POJA",2021-10-27,"","","","","",0,120,"7:00-9:00","","","RZK","NE 40-60","","","1-2 miles"
"3326","RAZO",2021-10-27,"","","","","",0,120,"7:00-9:00","","","RZK","NE 40-60","","","1-2 miles"
"3327","RBGU",2021-10-27,"","","","","",0,120,"7:00-9:00","","","RZK","NE 40-60","","","1-2 miles"
"3328","RBME",2021-10-27,"","","","","",19,120,"7:00-9:00","","","RZK","NE 40-60","","","1-2 miles"
"3329","RNGR",2021-10-27,"","","","","",0,120,"7:00-9:00","","","RZK","NE 40-60","","","1-2 miles"
"3330","RNPH",2021-10-27,"","","","","",0,120,"7:00-9:00","","","RZK","NE 40-60","","","1-2 miles"
"3331","RTLO",2021-10-27,"","","","","",1,120,"7:00-9:00","","","RZK","NE 40-60","","","1-2 miles"
"3332","SC sp.",2021-10-27,"","","","","",379,120,"7:00-9:00","","","RZK","NE 40-60","","","1-2 miles"
"3333","SUSC",2021-10-27,"","","","","",0,120,"7:00-9:00","","","RZK","NE 40-60","","","1-2 miles"
"3334","Scaup sp.",2021-10-27,"","","","","",0,120,"7:00-9:00","","","RZK","NE 40-60","","","1-2 miles"
"3335","Shearwater sp.",2021-10-27,"","","","","",0,120,"7:00-9:00","","","RZK","NE 40-60","","","1-2 miles"
"3336","Tern sp.",2021-10-27,"","","","","",0,120,"7:00-9:00","","","RZK","NE 40-60","","","1-2 miles"
"3337","UNBI",2021-10-27,"","","","","",0,120,"7:00-9:00","","","RZK","NE 40-60","","","1-2 miles"
"3338","WODU",2021-10-27,"","","","","",0,120,"7:00-9:00","","","RZK","NE 40-60","","","1-2 miles"
"3339","WWSC",2021-10-27,"","","","","",6,120,"7:00-9:00","","","RZK","NE 40-60","","","1-2 miles"
"3340","ABDU",2021-10-28,"","","","","",0,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3341","AMWI",2021-10-28,"","","","","",0,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3342","BLGU",2021-10-28,"","","","","",0,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3343","BLKI",2021-10-28,"","","","","",0,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3344","BLSC",2021-10-28,"","","","","",19,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3345","BLSK",2021-10-28,"","","","","",0,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3346","BOGU",2021-10-28,"","","","","",0,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3347","BRAN",2021-10-28,"","","","","",0,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3348","BUFF",2021-10-28,"","","","","",0,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3349","CANG",2021-10-28,"","","","","",0,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3350","CATE",2021-10-28,"","","","","",0,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3351","CO sp.",2021-10-28,"","","","","",0,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3352","COEI",2021-10-28,"","","","","",61,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3353","COGO",2021-10-28,"","","","","",0,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3354","COLO",2021-10-28,"","","","","",2,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3355","COMU",2021-10-28,"","","","","",0,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3356","COTE",2021-10-28,"","","","","",0,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3357","Calidris sp.",2021-10-28,"","","","","",0,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3358","DCCO",2021-10-28,"","","","","",671,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3359","Duck sp.",2021-10-28,"","","","","",30,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3360","GBHE",2021-10-28,"","","","","",0,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3361","GRCO",2021-10-28,"","","","","",0,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3362","GREG",2021-10-28,"","","","","",0,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3363","GRSC",2021-10-28,"","","","","",0,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3364","GWTE",2021-10-28,"","","","","",0,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3365","Great Shearwater",2021-10-28,"","","","","",0,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3366","HADU",2021-10-28,"","","","","",0,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3367","HOGR",2021-10-28,"","","","","",0,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3368","Jaeger sp.",2021-10-28,"","","","","",0,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3369","LAGU",2021-10-28,"","","","","",0,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3370","LO sp.",2021-10-28,"","","","","",0,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3371","LTDU",2021-10-28,"","","","","",0,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3372","Large alcid sp.",2021-10-28,"","","","","",0,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3373","MALL",2021-10-28,"","","","","",0,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3374","MALL/ABDU",2021-10-28,"","","","","",0,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3375","NOGA",2021-10-28,"","","","","",28,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3376","NOPI",2021-10-28,"","","","","",0,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3377","PAJA",2021-10-28,"","","","","",0,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3378","POJA",2021-10-28,"","","","","",0,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3379","RAZO",2021-10-28,"","","","","",0,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3380","RBGU",2021-10-28,"","","","","",0,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3381","RBME",2021-10-28,"","","","","",2,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3382","RNGR",2021-10-28,"","","","","",0,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3383","RNPH",2021-10-28,"","","","","",0,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3384","RTLO",2021-10-28,"","","","","",0,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3385","SC sp.",2021-10-28,"","","","","",23,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3386","SUSC",2021-10-28,"","","","","",12,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3387","Scaup sp.",2021-10-28,"","","","","",0,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3388","Shearwater sp.",2021-10-28,"","","","","",0,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3389","Tern sp.",2021-10-28,"","","","","",0,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3390","UNBI",2021-10-28,"","","","","",0,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3391","WODU",2021-10-28,"","","","","",0,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3392","WWSC",2021-10-28,"","","","","",2,90,"6:45 - 8:15","","","RZK","NNE 30-35","","","5 miles"
"3393","ABDU",2021-10-29,"","","","","",0,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3394","AMWI",2021-10-29,"","","","","",0,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3395","BLGU",2021-10-29,"","","","","",0,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3396","BLKI",2021-10-29,"","","","","",0,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3397","BLSC",2021-10-29,"","","","","",5,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3398","BLSK",2021-10-29,"","","","","",0,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3399","BOGU",2021-10-29,"","","","","",0,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3400","BRAN",2021-10-29,"","","","","",0,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3401","BUFF",2021-10-29,"","","","","",0,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3402","CANG",2021-10-29,"","","","","",0,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3403","CATE",2021-10-29,"","","","","",0,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3404","CO sp.",2021-10-29,"","","","","",0,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3405","COEI",2021-10-29,"","","","","",82,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3406","COGO",2021-10-29,"","","","","",0,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3407","COLO",2021-10-29,"","","","","",8,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3408","COMU",2021-10-29,"","","","","",0,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3409","COTE",2021-10-29,"","","","","",0,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3410","Calidris sp.",2021-10-29,"","","","","",0,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3411","DCCO",2021-10-29,"","","","","",28,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3412","Duck sp.",2021-10-29,"","","","","",0,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3413","GBHE",2021-10-29,"","","","","",0,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3414","GRCO",2021-10-29,"","","","","",1,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3415","GREG",2021-10-29,"","","","","",0,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3416","GRSC",2021-10-29,"","","","","",0,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3417","GWTE",2021-10-29,"","","","","",0,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3418","Great Shearwater",2021-10-29,"","","","","",0,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3419","HADU",2021-10-29,"","","","","",0,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3420","HOGR",2021-10-29,"","","","","",0,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3421","Jaeger sp.",2021-10-29,"","","","","",0,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3422","LAGU",2021-10-29,"","","","","",0,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3423","LO sp.",2021-10-29,"","","","","",3,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3424","LTDU",2021-10-29,"","","","","",4,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3425","Large alcid sp.",2021-10-29,"","","","","",0,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3426","MALL",2021-10-29,"","","","","",0,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3427","MALL/ABDU",2021-10-29,"","","","","",0,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3428","NOGA",2021-10-29,"","","","","",46,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3429","NOPI",2021-10-29,"","","","","",0,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3430","PAJA",2021-10-29,"","","","","",0,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3431","POJA",2021-10-29,"","","","","",0,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3432","RAZO",2021-10-29,"","","","","",0,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3433","RBGU",2021-10-29,"","","","","",0,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3434","RBME",2021-10-29,"","","","","",3,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3435","RNGR",2021-10-29,"","","","","",0,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3436","RNPH",2021-10-29,"","","","","",0,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3437","RTLO",2021-10-29,"","","","","",3,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3438","SC sp.",2021-10-29,"","","","","",0,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3439","SUSC",2021-10-29,"","","","","",0,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3440","Scaup sp.",2021-10-29,"","","","","",0,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3441","Shearwater sp.",2021-10-29,"","","","","",0,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3442","Tern sp.",2021-10-29,"","","","","",0,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3443","UNBI",2021-10-29,"","","","","",0,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3444","WODU",2021-10-29,"","","","","",0,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3445","WWSC",2021-10-29,"","","","","",0,120,"7:00-9:00","","","RZK","NE 15-25","","","3-4 miles"
"3446","ABDU",2021-10-30,"","","","","",0,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3447","AMWI",2021-10-30,"","","","","",0,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3448","BLGU",2021-10-30,"","","","","",0,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3449","BLKI",2021-10-30,"","","","","",0,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3450","BLSC",2021-10-30,"","","","","",3,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3451","BLSK",2021-10-30,"","","","","",0,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3452","BOGU",2021-10-30,"","","","","",0,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3453","BRAN",2021-10-30,"","","","","",0,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3454","BUFF",2021-10-30,"","","","","",0,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3455","CANG",2021-10-30,"","","","","",0,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3456","CATE",2021-10-30,"","","","","",0,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3457","CO sp.",2021-10-30,"","","","","",0,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3458","COEI",2021-10-30,"","","","","",29,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3459","COGO",2021-10-30,"","","","","",0,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3460","COLO",2021-10-30,"","","","","",5,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3461","COMU",2021-10-30,"","","","","",0,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3462","COTE",2021-10-30,"","","","","",0,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3463","Calidris sp.",2021-10-30,"","","","","",0,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3464","DCCO",2021-10-30,"","","","","",165,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3465","Duck sp.",2021-10-30,"","","","","",30,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3466","GBHE",2021-10-30,"","","","","",0,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3467","GRCO",2021-10-30,"","","","","",0,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3468","GREG",2021-10-30,"","","","","",0,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3469","GRSC",2021-10-30,"","","","","",0,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3470","GWTE",2021-10-30,"","","","","",0,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3471","Great Shearwater",2021-10-30,"","","","","",0,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3472","HADU",2021-10-30,"","","","","",0,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3473","HOGR",2021-10-30,"","","","","",0,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3474","Jaeger sp.",2021-10-30,"","","","","",0,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3475","LAGU",2021-10-30,"","","","","",0,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3476","LO sp.",2021-10-30,"","","","","",3,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3477","LTDU",2021-10-30,"","","","","",3,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3478","Large alcid sp.",2021-10-30,"","","","","",0,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3479","MALL",2021-10-30,"","","","","",0,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3480","MALL/ABDU",2021-10-30,"","","","","",0,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3481","NOGA",2021-10-30,"","","","","",75,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3482","NOPI",2021-10-30,"","","","","",0,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3483","PAJA",2021-10-30,"","","","","",0,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3484","POJA",2021-10-30,"","","","","",0,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3485","RAZO",2021-10-30,"","","","","",0,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3486","RBGU",2021-10-30,"","","","","",0,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3487","RBME",2021-10-30,"","","","","",0,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3488","RNGR",2021-10-30,"","","","","",0,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3489","RNPH",2021-10-30,"","","","","",0,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3490","RTLO",2021-10-30,"","","","","",3,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3491","SC sp.",2021-10-30,"","","","","",0,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3492","SUSC",2021-10-30,"","","","","",1,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3493","Scaup sp.",2021-10-30,"","","","","",0,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3494","Shearwater sp.",2021-10-30,"","","","","",0,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3495","Tern sp.",2021-10-30,"","","","","",0,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3496","UNBI",2021-10-30,"","","","","",0,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3497","WODU",2021-10-30,"","","","","",0,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3498","WWSC",2021-10-30,"","","","","",0,90,"6:45 - 8:15","","","RZK","E 15-20","","","unlimitied"
"3499","ABDU",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3500","AMWI",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3501","BLGU",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3502","BLKI",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3503","BLSC",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3504","BLSK",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3505","BOGU",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3506","BRAN",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3507","BUFF",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3508","CANG",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3509","CATE",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3510","CO sp.",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3511","COEI",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3512","COGO",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3513","COLO",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3514","COMU",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3515","COTE",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3516","Calidris sp.",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3517","DCCO",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3518","Duck sp.",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3519","GBHE",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3520","GRCO",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3521","GREG",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3522","GRSC",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3523","GWTE",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3524","Great Shearwater",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3525","HADU",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3526","HOGR",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3527","Jaeger sp.",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3528","LAGU",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3529","LO sp.",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3530","LTDU",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3531","Large alcid sp.",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3532","MALL",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3533","MALL/ABDU",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3534","NOGA",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3535","NOPI",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3536","PAJA",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3537","POJA",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3538","RAZO",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3539","RBGU",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3540","RBME",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3541","RNGR",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3542","RNPH",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3543","RTLO",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3544","SC sp.",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3545","SUSC",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3546","Scaup sp.",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3547","Shearwater sp.",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3548","Tern sp.",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3549","UNBI",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3550","WODU",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3551","WWSC",2021-10-31,"","","","","",0,30,"8:00-8:30","","","RZK","NE40-60","","","0.5"
"3552","ABDU",2021-11-01,"","","","","",0,90,"7:00 - 8:30","","","STB","WSW 5-8","","","10 miles"
"3553","AMWI",2021-11-01,"","","","","",0,90,"7:00 - 8:30","","","STB","WSW 5-8","","","10 miles"
"3554","BLGU",2021-11-01,"","","","","",0,90,"7:00 - 8:30","","","STB","WSW 5-8","","","10 miles"
"3555","BLKI",2021-11-01,"","","","","",4,90,"7:00 - 8:30","","","STB","WSW 5-8","","","10 miles"
"3556","BLSC",2021-11-01,"","","","","",10,90,"7:00 - 8:30","","","STB","WSW 5-8","","","10 miles"
"3557","BLSK",2021-11-01,"","","","","",0,90,"7:00 - 8:30","","","STB","WSW 5-8","","","10 miles"
"3558","BOGU",2021-11-01,"","","","","",0,90,"7:00 - 8:30","","","STB","WSW 5-8","","","10 miles"
"3559","BRAN",2021-11-01,"","","","","",0,90,"7:00 - 8:30","","","STB","WSW 5-8","","","10 miles"
"3560","BUFF",2021-11-01,"","","","","",0,90,"7:00 - 8:30","","","STB","WSW 5-8","","","10 miles"
"3561","CANG",2021-11-01,"","","","","",0,90,"7:00 - 8:30","","","STB","WSW 5-8","","","10 miles"
"3562","CATE",2021-11-01,"","","","","",0,90,"7:00 - 8:30","","","STB","WSW 5-8","","","10 miles"
"3563","CO sp.",2021-11-01,"","","","","",0,90,"7:00 - 8:30","","","STB","WSW 5-8","","","10 miles"
"3564","COEI",2021-11-01,"","","","","",33,90,"7:00 - 8:30","","","STB","WSW 5-8","","","10 miles"
