"species","date","year","time.of.obs","total.obs.mins","obs.hours","day.total","count.p.hour","wind.dir.speed","visibility","principle.observer"
"LTDU",2016-09-26,"2016","330-530",120,2,0,0,"W 15-20",NA,"SB"
"Loon sp.",2016-09-26,"2016","330-530",120,2,0,0,"W 15-20",NA,"SB"
"MALL",2016-09-26,"2016","330-530",120,2,0,0,"W 15-20",NA,"SB"
"MERL",2016-09-26,"2016","330-530",120,2,0,0,"W 15-20",NA,"SB"
"Merganser sp.",2016-09-26,"2016","330-530",120,2,0,0,"W 15-20",NA,"SB"
"NOGA",2016-09-26,"2016","330-530",120,2,4,2,"W 15-20",NA,"SB"
"NOHA",2016-09-26,"2016","330-530",120,2,0,0,"W 15-20",NA,"SB"
"NOPI",2016-09-26,"2016","330-530",120,2,0,0,"W 15-20",NA,"SB"
"OSPR",2016-09-26,"2016","330-530",120,2,0,0,"W 15-20",NA,"SB"
"PAJA",2016-09-26,"2016","330-530",120,2,0,0,"W 15-20",NA,"SB"
"PAWA",2016-09-26,"2016","330-530",120,2,0,0,"W 15-20",NA,"SB"
"PEFA",2016-09-26,"2016","330-530",120,2,0,0,"W 15-20",NA,"SB"
"Peep sp.",2016-09-26,"2016","330-530",120,2,0,0,"W 15-20",NA,"SB"
"RAZO",2016-09-26,"2016","330-530",120,2,0,0,"W 15-20",NA,"SB"
"RBGU",2016-09-26,"2016","330-530",120,2,0,0,"W 15-20",NA,"SB"
"RBME",2016-09-26,"2016","330-530",120,2,0,0,"W 15-20",NA,"SB"
"RNGR",2016-09-26,"2016","330-530",120,2,0,0,"W 15-20",NA,"SB"
"RTHU",2016-09-26,"2016","330-530",120,2,0,0,"W 15-20",NA,"SB"
"RTLO",2016-09-26,"2016","330-530",120,2,0,0,"W 15-20",NA,"SB"
"SEPL",2016-09-26,"2016","330-530",120,2,0,0,"W 15-20",NA,"SB"
"SSHA",2016-09-26,"2016","330-530",120,2,0,0,"W 15-20",NA,"SB"
"SUSC",2016-09-26,"2016","330-530",120,2,0,0,"W 15-20",NA,"SB"
"Scoter sp.",2016-09-26,"2016","330-530",120,2,0,0,"W 15-20",NA,"SB"
"Shorebird sp.",2016-09-26,"2016","330-530",120,2,0,0,"W 15-20",NA,"SB"
"Tern sp.",2016-09-26,"2016","330-530",120,2,0,0,"W 15-20",NA,"SB"
"WWSC",2016-09-26,"2016","330-530",120,2,7,3.5,"W 15-20",NA,"SB"
"ABDU",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"BAEA",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"BLGU",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"BLKI",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"BLSC",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"BOGU",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"BRAN",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"Bird sp.",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"CANG",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"CATE",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"COEI",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"COLO",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"CORA",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"COTE",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"Cormorant sp.",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"DCCO",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"Duck sp.",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"Falcon sp.",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"GRCO",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"GWFG",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"Grebe sp.",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"LAGU",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"LTDU",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"Loon sp.",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"MALL",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"MERL",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"Merganser sp.",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"NOGA",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"NOHA",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"NOPI",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"OSPR",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"PAJA",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"PAWA",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"PEFA",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"Peep sp.",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"RAZO",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"RBGU",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"RBME",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"RNGR",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"RTHU",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"RTLO",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"SEPL",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"SSHA",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"SUSC",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"Scoter sp.",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"Shorebird sp.",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"Tern sp.",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"WWSC",2016-09-27,"2016",NA,0,0,0,NA,NA,NA,NA
"ABDU",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,2,0.428571428571429,"w 0-3, ene 4-7",NA,"SB"
"BAEA",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,3,0.642857142857143,"w 0-3, ene 4-7",NA,"SB"
"BLGU",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,4,0.857142857142857,"w 0-3, ene 4-7",NA,"SB"
"BLKI",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,0,0,"w 0-3, ene 4-7",NA,"SB"
"BLSC",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,44,9.42857142857143,"w 0-3, ene 4-7",NA,"SB"
"BOGU",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,0,0,"w 0-3, ene 4-7",NA,"SB"
"BRAN",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,0,0,"w 0-3, ene 4-7",NA,"SB"
"Bird sp.",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,242,51.8571428571429,"w 0-3, ene 4-7",NA,"SB"
"CANG",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,0,0,"w 0-3, ene 4-7",NA,"SB"
"CATE",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,0,0,"w 0-3, ene 4-7",NA,"SB"
"COEI",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,493,105.642857142857,"w 0-3, ene 4-7",NA,"SB"
"COLO",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,40,8.57142857142857,"w 0-3, ene 4-7",NA,"SB"
"CORA",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,0,0,"w 0-3, ene 4-7",NA,"SB"
"COTE",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,0,0,"w 0-3, ene 4-7",NA,"SB"
"Cormorant sp.",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,0,0,"w 0-3, ene 4-7",NA,"SB"
"DCCO",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,999,214.071428571429,"w 0-3, ene 4-7",NA,"SB"
"Duck sp.",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,0,0,"w 0-3, ene 4-7",NA,"SB"
"Falcon sp.",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,0,0,"w 0-3, ene 4-7",NA,"SB"
"GRCO",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,5,1.07142857142857,"w 0-3, ene 4-7",NA,"SB"
"GWFG",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,0,0,"w 0-3, ene 4-7",NA,"SB"
"Grebe sp.",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,0,0,"w 0-3, ene 4-7",NA,"SB"
"LAGU",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,0,0,"w 0-3, ene 4-7",NA,"SB"
"LTDU",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,0,0,"w 0-3, ene 4-7",NA,"SB"
"Loon sp.",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,0,0,"w 0-3, ene 4-7",NA,"SB"
"MALL",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,0,0,"w 0-3, ene 4-7",NA,"SB"
"MERL",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,1,0.214285714285714,"w 0-3, ene 4-7",NA,"SB"
"Merganser sp.",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,0,0,"w 0-3, ene 4-7",NA,"SB"
"NOGA",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,128,27.4285714285714,"w 0-3, ene 4-7",NA,"SB"
"NOHA",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,1,0.214285714285714,"w 0-3, ene 4-7",NA,"SB"
"NOPI",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,0,0,"w 0-3, ene 4-7",NA,"SB"
"OSPR",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,0,0,"w 0-3, ene 4-7",NA,"SB"
"PAJA",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,0,0,"w 0-3, ene 4-7",NA,"SB"
"PAWA",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,0,0,"w 0-3, ene 4-7",NA,"SB"
"PEFA",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,4,0.857142857142857,"w 0-3, ene 4-7",NA,"SB"
"Peep sp.",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,15,3.21428571428571,"w 0-3, ene 4-7",NA,"SB"
"RAZO",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,0,0,"w 0-3, ene 4-7",NA,"SB"
"RBGU",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,0,0,"w 0-3, ene 4-7",NA,"SB"
"RBME",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,0,0,"w 0-3, ene 4-7",NA,"SB"
"RNGR",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,0,0,"w 0-3, ene 4-7",NA,"SB"
"RTHU",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,0,0,"w 0-3, ene 4-7",NA,"SB"
"RTLO",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,0,0,"w 0-3, ene 4-7",NA,"SB"
"SEPL",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,0,0,"w 0-3, ene 4-7",NA,"SB"
"SSHA",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,0,0,"w 0-3, ene 4-7",NA,"SB"
"SUSC",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,70,15,"w 0-3, ene 4-7",NA,"SB"
"Scoter sp.",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,47,10.0714285714286,"w 0-3, ene 4-7",NA,"SB"
"Shorebird sp.",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,0,0,"w 0-3, ene 4-7",NA,"SB"
"Tern sp.",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,0,0,"w 0-3, ene 4-7",NA,"SB"
"WWSC",2016-09-28,"2016","610-930,330-530",280,4.66666666666667,9,1.92857142857143,"w 0-3, ene 4-7",NA,"SB"
"ABDU",2016-09-29,"2016","630-930,330-530",300,5,0,0,"NE 4-7",NA,"SB"
"BAEA",2016-09-29,"2016","630-930,330-530",300,5,1,0.2,"NE 4-7",NA,"SB"
"BLGU",2016-09-29,"2016","630-930,330-530",300,5,0,0,"NE 4-7",NA,"SB"
"BLKI",2016-09-29,"2016","630-930,330-530",300,5,0,0,"NE 4-7",NA,"SB"
"BLSC",2016-09-29,"2016","630-930,330-530",300,5,1,0.2,"NE 4-7",NA,"SB"
"BOGU",2016-09-29,"2016","630-930,330-530",300,5,0,0,"NE 4-7",NA,"SB"
"BRAN",2016-09-29,"2016","630-930,330-530",300,5,0,0,"NE 4-7",NA,"SB"
"Bird sp.",2016-09-29,"2016","630-930,330-530",300,5,396,79.2,"NE 4-7",NA,"SB"
"CANG",2016-09-29,"2016","630-930,330-530",300,5,0,0,"NE 4-7",NA,"SB"
"CATE",2016-09-29,"2016","630-930,330-530",300,5,0,0,"NE 4-7",NA,"SB"
"COEI",2016-09-29,"2016","630-930,330-530",300,5,390,78,"NE 4-7",NA,"SB"
"COLO",2016-09-29,"2016","630-930,330-530",300,5,20,4,"NE 4-7",NA,"SB"
"CORA",2016-09-29,"2016","630-930,330-530",300,5,0,0,"NE 4-7",NA,"SB"
"COTE",2016-09-29,"2016","630-930,330-530",300,5,0,0,"NE 4-7",NA,"SB"
"Cormorant sp.",2016-09-29,"2016","630-930,330-530",300,5,0,0,"NE 4-7",NA,"SB"
"DCCO",2016-09-29,"2016","630-930,330-530",300,5,173,34.6,"NE 4-7",NA,"SB"
"Duck sp.",2016-09-29,"2016","630-930,330-530",300,5,0,0,"NE 4-7",NA,"SB"
"Falcon sp.",2016-09-29,"2016","630-930,330-530",300,5,0,0,"NE 4-7",NA,"SB"
"GRCO",2016-09-29,"2016","630-930,330-530",300,5,1,0.2,"NE 4-7",NA,"SB"
"GWFG",2016-09-29,"2016","630-930,330-530",300,5,0,0,"NE 4-7",NA,"SB"
"Grebe sp.",2016-09-29,"2016","630-930,330-530",300,5,0,0,"NE 4-7",NA,"SB"
"LAGU",2016-09-29,"2016","630-930,330-530",300,5,0,0,"NE 4-7",NA,"SB"
"LTDU",2016-09-29,"2016","630-930,330-530",300,5,0,0,"NE 4-7",NA,"SB"
"Loon sp.",2016-09-29,"2016","630-930,330-530",300,5,0,0,"NE 4-7",NA,"SB"
"MALL",2016-09-29,"2016","630-930,330-530",300,5,0,0,"NE 4-7",NA,"SB"
"MERL",2016-09-29,"2016","630-930,330-530",300,5,2,0.4,"NE 4-7",NA,"SB"
"Merganser sp.",2016-09-29,"2016","630-930,330-530",300,5,0,0,"NE 4-7",NA,"SB"
"NOGA",2016-09-29,"2016","630-930,330-530",300,5,101,20.2,"NE 4-7",NA,"SB"
"NOHA",2016-09-29,"2016","630-930,330-530",300,5,0,0,"NE 4-7",NA,"SB"
"NOPI",2016-09-29,"2016","630-930,330-530",300,5,0,0,"NE 4-7",NA,"SB"
"OSPR",2016-09-29,"2016","630-930,330-530",300,5,0,0,"NE 4-7",NA,"SB"
"PAJA",2016-09-29,"2016","630-930,330-530",300,5,0,0,"NE 4-7",NA,"SB"
"PAWA",2016-09-29,"2016","630-930,330-530",300,5,0,0,"NE 4-7",NA,"SB"
"PEFA",2016-09-29,"2016","630-930,330-530",300,5,5,1,"NE 4-7",NA,"SB"
"Peep sp.",2016-09-29,"2016","630-930,330-530",300,5,0,0,"NE 4-7",NA,"SB"
"RAZO",2016-09-29,"2016","630-930,330-530",300,5,0,0,"NE 4-7",NA,"SB"
"RBGU",2016-09-29,"2016","630-930,330-530",300,5,0,0,"NE 4-7",NA,"SB"
"RBME",2016-09-29,"2016","630-930,330-530",300,5,0,0,"NE 4-7",NA,"SB"
"RNGR",2016-09-29,"2016","630-930,330-530",300,5,0,0,"NE 4-7",NA,"SB"
"RTHU",2016-09-29,"2016","630-930,330-530",300,5,0,0,"NE 4-7",NA,"SB"
"RTLO",2016-09-29,"2016","630-930,330-530",300,5,0,0,"NE 4-7",NA,"SB"
"SEPL",2016-09-29,"2016","630-930,330-530",300,5,0,0,"NE 4-7",NA,"SB"
"SSHA",2016-09-29,"2016","630-930,330-530",300,5,0,0,"NE 4-7",NA,"SB"
"SUSC",2016-09-29,"2016","630-930,330-530",300,5,21,4.2,"NE 4-7",NA,"SB"
"Scoter sp.",2016-09-29,"2016","630-930,330-530",300,5,19,3.8,"NE 4-7",NA,"SB"
"Shorebird sp.",2016-09-29,"2016","630-930,330-530",300,5,0,0,"NE 4-7",NA,"SB"
"Tern sp.",2016-09-29,"2016","630-930,330-530",300,5,0,0,"NE 4-7",NA,"SB"
"WWSC",2016-09-29,"2016","630-930,330-530",300,5,0,0,"NE 4-7",NA,"SB"
"ABDU",2016-09-30,"2016","630-930,330-530",300,5,0,0,"ene 0-3",NA,"SB"
"BAEA",2016-09-30,"2016","630-930,330-530",300,5,0,0,"ene 0-3",NA,"SB"
"BLGU",2016-09-30,"2016","630-930,330-530",300,5,4,0.8,"ene 0-3",NA,"SB"
"BLKI",2016-09-30,"2016","630-930,330-530",300,5,0,0,"ene 0-3",NA,"SB"
"BLSC",2016-09-30,"2016","630-930,330-530",300,5,0,0,"ene 0-3",NA,"SB"
"BOGU",2016-09-30,"2016","630-930,330-530",300,5,0,0,"ene 0-3",NA,"SB"
"BRAN",2016-09-30,"2016","630-930,330-530",300,5,0,0,"ene 0-3",NA,"SB"
"Bird sp.",2016-09-30,"2016","630-930,330-530",300,5,50,10,"ene 0-3",NA,"SB"
"CANG",2016-09-30,"2016","630-930,330-530",300,5,0,0,"ene 0-3",NA,"SB"
"CATE",2016-09-30,"2016","630-930,330-530",300,5,0,0,"ene 0-3",NA,"SB"
"COEI",2016-09-30,"2016","630-930,330-530",300,5,155,31,"ene 0-3",NA,"SB"
"COLO",2016-09-30,"2016","630-930,330-530",300,5,18,3.6,"ene 0-3",NA,"SB"
"CORA",2016-09-30,"2016","630-930,330-530",300,5,0,0,"ene 0-3",NA,"SB"
"COTE",2016-09-30,"2016","630-930,330-530",300,5,0,0,"ene 0-3",NA,"SB"
"Cormorant sp.",2016-09-30,"2016","630-930,330-530",300,5,0,0,"ene 0-3",NA,"SB"
"DCCO",2016-09-30,"2016","630-930,330-530",300,5,120,24,"ene 0-3",NA,"SB"
"Duck sp.",2016-09-30,"2016","630-930,330-530",300,5,0,0,"ene 0-3",NA,"SB"
"Falcon sp.",2016-09-30,"2016","630-930,330-530",300,5,0,0,"ene 0-3",NA,"SB"
"GRCO",2016-09-30,"2016","630-930,330-530",300,5,4,0.8,"ene 0-3",NA,"SB"
"GWFG",2016-09-30,"2016","630-930,330-530",300,5,0,0,"ene 0-3",NA,"SB"
"Grebe sp.",2016-09-30,"2016","630-930,330-530",300,5,0,0,"ene 0-3",NA,"SB"
"LAGU",2016-09-30,"2016","630-930,330-530",300,5,0,0,"ene 0-3",NA,"SB"
"LTDU",2016-09-30,"2016","630-930,330-530",300,5,0,0,"ene 0-3",NA,"SB"
"Loon sp.",2016-09-30,"2016","630-930,330-530",300,5,0,0,"ene 0-3",NA,"SB"
"MALL",2016-09-30,"2016","630-930,330-530",300,5,0,0,"ene 0-3",NA,"SB"
"MERL",2016-09-30,"2016","630-930,330-530",300,5,0,0,"ene 0-3",NA,"SB"
"Merganser sp.",2016-09-30,"2016","630-930,330-530",300,5,0,0,"ene 0-3",NA,"SB"
"NOGA",2016-09-30,"2016","630-930,330-530",300,5,73,14.6,"ene 0-3",NA,"SB"
"NOHA",2016-09-30,"2016","630-930,330-530",300,5,0,0,"ene 0-3",NA,"SB"
"NOPI",2016-09-30,"2016","630-930,330-530",300,5,0,0,"ene 0-3",NA,"SB"
"OSPR",2016-09-30,"2016","630-930,330-530",300,5,0,0,"ene 0-3",NA,"SB"
"PAJA",2016-09-30,"2016","630-930,330-530",300,5,0,0,"ene 0-3",NA,"SB"
"PAWA",2016-09-30,"2016","630-930,330-530",300,5,0,0,"ene 0-3",NA,"SB"
"PEFA",2016-09-30,"2016","630-930,330-530",300,5,1,0.2,"ene 0-3",NA,"SB"
"Peep sp.",2016-09-30,"2016","630-930,330-530",300,5,0,0,"ene 0-3",NA,"SB"
"RAZO",2016-09-30,"2016","630-930,330-530",300,5,0,0,"ene 0-3",NA,"SB"
"RBGU",2016-09-30,"2016","630-930,330-530",300,5,0,0,"ene 0-3",NA,"SB"
"RBME",2016-09-30,"2016","630-930,330-530",300,5,0,0,"ene 0-3",NA,"SB"
"RNGR",2016-09-30,"2016","630-930,330-530",300,5,3,0.6,"ene 0-3",NA,"SB"
"RTHU",2016-09-30,"2016","630-930,330-530",300,5,0,0,"ene 0-3",NA,"SB"
"RTLO",2016-09-30,"2016","630-930,330-530",300,5,0,0,"ene 0-3",NA,"SB"
"SEPL",2016-09-30,"2016","630-930,330-530",300,5,0,0,"ene 0-3",NA,"SB"
"SSHA",2016-09-30,"2016","630-930,330-530",300,5,0,0,"ene 0-3",NA,"SB"
"SUSC",2016-09-30,"2016","630-930,330-530",300,5,74,14.8,"ene 0-3",NA,"SB"
"Scoter sp.",2016-09-30,"2016","630-930,330-530",300,5,66,13.2,"ene 0-3",NA,"SB"
"Shorebird sp.",2016-09-30,"2016","630-930,330-530",300,5,0,0,"ene 0-3",NA,"SB"
"Tern sp.",2016-09-30,"2016","630-930,330-530",300,5,0,0,"ene 0-3",NA,"SB"
"WWSC",2016-09-30,"2016","630-930,330-530",300,5,2,0.4,"ene 0-3",NA,"SB"
"ABDU",2016-10-01,"2016","630-930,330-530",300,5,0,0,"NE 0-3",NA,"SB"
"BAEA",2016-10-01,"2016","630-930,330-530",300,5,0,0,"NE 0-3",NA,"SB"
"BLGU",2016-10-01,"2016","630-930,330-530",300,5,3,0.6,"NE 0-3",NA,"SB"
"BLKI",2016-10-01,"2016","630-930,330-530",300,5,0,0,"NE 0-3",NA,"SB"
"BLSC",2016-10-01,"2016","630-930,330-530",300,5,0,0,"NE 0-3",NA,"SB"
"BOGU",2016-10-01,"2016","630-930,330-530",300,5,0,0,"NE 0-3",NA,"SB"
"BRAN",2016-10-01,"2016","630-930,330-530",300,5,0,0,"NE 0-3",NA,"SB"
"Bird sp.",2016-10-01,"2016","630-930,330-530",300,5,138,27.6,"NE 0-3",NA,"SB"
"CANG",2016-10-01,"2016","630-930,330-530",300,5,0,0,"NE 0-3",NA,"SB"
"CATE",2016-10-01,"2016","630-930,330-530",300,5,0,0,"NE 0-3",NA,"SB"
"COEI",2016-10-01,"2016","630-930,330-530",300,5,135,27,"NE 0-3",NA,"SB"
"COLO",2016-10-01,"2016","630-930,330-530",300,5,13,2.6,"NE 0-3",NA,"SB"
"CORA",2016-10-01,"2016","630-930,330-530",300,5,0,0,"NE 0-3",NA,"SB"
"COTE",2016-10-01,"2016","630-930,330-530",300,5,0,0,"NE 0-3",NA,"SB"
"Cormorant sp.",2016-10-01,"2016","630-930,330-530",300,5,0,0,"NE 0-3",NA,"SB"
"DCCO",2016-10-01,"2016","630-930,330-530",300,5,44,8.8,"NE 0-3",NA,"SB"
"Duck sp.",2016-10-01,"2016","630-930,330-530",300,5,0,0,"NE 0-3",NA,"SB"
"Falcon sp.",2016-10-01,"2016","630-930,330-530",300,5,0,0,"NE 0-3",NA,"SB"
"GRCO",2016-10-01,"2016","630-930,330-530",300,5,0,0,"NE 0-3",NA,"SB"
"GWFG",2016-10-01,"2016","630-930,330-530",300,5,0,0,"NE 0-3",NA,"SB"
"Grebe sp.",2016-10-01,"2016","630-930,330-530",300,5,0,0,"NE 0-3",NA,"SB"
"LAGU",2016-10-01,"2016","630-930,330-530",300,5,0,0,"NE 0-3",NA,"SB"
"LTDU",2016-10-01,"2016","630-930,330-530",300,5,0,0,"NE 0-3",NA,"SB"
"Loon sp.",2016-10-01,"2016","630-930,330-530",300,5,0,0,"NE 0-3",NA,"SB"
"MALL",2016-10-01,"2016","630-930,330-530",300,5,0,0,"NE 0-3",NA,"SB"
"MERL",2016-10-01,"2016","630-930,330-530",300,5,0,0,"NE 0-3",NA,"SB"
"Merganser sp.",2016-10-01,"2016","630-930,330-530",300,5,0,0,"NE 0-3",NA,"SB"
"NOGA",2016-10-01,"2016","630-930,330-530",300,5,42,8.4,"NE 0-3",NA,"SB"
"NOHA",2016-10-01,"2016","630-930,330-530",300,5,0,0,"NE 0-3",NA,"SB"
"NOPI",2016-10-01,"2016","630-930,330-530",300,5,0,0,"NE 0-3",NA,"SB"
"OSPR",2016-10-01,"2016","630-930,330-530",300,5,0,0,"NE 0-3",NA,"SB"
"PAJA",2016-10-01,"2016","630-930,330-530",300,5,0,0,"NE 0-3",NA,"SB"
"PAWA",2016-10-01,"2016","630-930,330-530",300,5,0,0,"NE 0-3",NA,"SB"
"PEFA",2016-10-01,"2016","630-930,330-530",300,5,4,0.8,"NE 0-3",NA,"SB"
"Peep sp.",2016-10-01,"2016","630-930,330-530",300,5,0,0,"NE 0-3",NA,"SB"
"RAZO",2016-10-01,"2016","630-930,330-530",300,5,0,0,"NE 0-3",NA,"SB"
"RBGU",2016-10-01,"2016","630-930,330-530",300,5,0,0,"NE 0-3",NA,"SB"
"RBME",2016-10-01,"2016","630-930,330-530",300,5,0,0,"NE 0-3",NA,"SB"
"RNGR",2016-10-01,"2016","630-930,330-530",300,5,0,0,"NE 0-3",NA,"SB"
"RTHU",2016-10-01,"2016","630-930,330-530",300,5,0,0,"NE 0-3",NA,"SB"
"RTLO",2016-10-01,"2016","630-930,330-530",300,5,0,0,"NE 0-3",NA,"SB"
"SEPL",2016-10-01,"2016","630-930,330-530",300,5,0,0,"NE 0-3",NA,"SB"
"SSHA",2016-10-01,"2016","630-930,330-530",300,5,0,0,"NE 0-3",NA,"SB"
"SUSC",2016-10-01,"2016","630-930,330-530",300,5,84,16.8,"NE 0-3",NA,"SB"
"Scoter sp.",2016-10-01,"2016","630-930,330-530",300,5,40,8,"NE 0-3",NA,"SB"
"Shorebird sp.",2016-10-01,"2016","630-930,330-530",300,5,0,0,"NE 0-3",NA,"SB"
"Tern sp.",2016-10-01,"2016","630-930,330-530",300,5,0,0,"NE 0-3",NA,"SB"
"WWSC",2016-10-01,"2016","630-930,330-530",300,5,12,2.4,"NE 0-3",NA,"SB"
"ABDU",2016-10-02,"2016","630-930,330-530",300,5,0,0,"Fog, NE 0-3",NA,"SB"
"BAEA",2016-10-02,"2016","630-930,330-530",300,5,0,0,"Fog, NE 0-3",NA,"SB"
"BLGU",2016-10-02,"2016","630-930,330-530",300,5,0,0,"Fog, NE 0-3",NA,"SB"
"BLKI",2016-10-02,"2016","630-930,330-530",300,5,0,0,"Fog, NE 0-3",NA,"SB"
"BLSC",2016-10-02,"2016","630-930,330-530",300,5,0,0,"Fog, NE 0-3",NA,"SB"
"BOGU",2016-10-02,"2016","630-930,330-530",300,5,0,0,"Fog, NE 0-3",NA,"SB"
"BRAN",2016-10-02,"2016","630-930,330-530",300,5,0,0,"Fog, NE 0-3",NA,"SB"
"Bird sp.",2016-10-02,"2016","630-930,330-530",300,5,89,17.8,"Fog, NE 0-3",NA,"SB"
"CANG",2016-10-02,"2016","630-930,330-530",300,5,8,1.6,"Fog, NE 0-3",NA,"SB"
"CATE",2016-10-02,"2016","630-930,330-530",300,5,0,0,"Fog, NE 0-3",NA,"SB"
"COEI",2016-10-02,"2016","630-930,330-530",300,5,100,20,"Fog, NE 0-3",NA,"SB"
"COLO",2016-10-02,"2016","630-930,330-530",300,5,6,1.2,"Fog, NE 0-3",NA,"SB"
"CORA",2016-10-02,"2016","630-930,330-530",300,5,0,0,"Fog, NE 0-3",NA,"SB"
