"species","date","day.total","total.obs.mins","time.of.obs","principle.observer","wind.dir.speed","visibility"
"SUSC",2015-09-10,4,140,"6:10-8:30 AM","SB",NA,NA
"SUSC/BLSC",2015-09-10,0,140,"6:10-8:30 AM","SB",NA,NA
"Scoter Sp.",2015-09-10,0,140,"6:10-8:30 AM","SB",NA,NA
"WWSC",2015-09-10,0,140,"6:10-8:30 AM","SB",NA,NA
"ABDU",2015-09-15,0,120,"6:30-8:30 AM","SB",NA,NA
"BAEA",2015-09-15,1,120,"6:30-8:30 AM","SB",NA,NA
"BLKI",2015-09-15,0,120,"6:30-8:30 AM","SB",NA,NA
"BLSC",2015-09-15,0,120,"6:30-8:30 AM","SB",NA,NA
"BOGU",2015-09-15,0,120,"6:30-8:30 AM","SB",NA,NA
"Bird sp.",2015-09-15,0,120,"6:30-8:30 AM","SB",NA,NA
"CANG",2015-09-15,0,120,"6:30-8:30 AM","SB",NA,NA
"CATE",2015-09-15,1,120,"6:30-8:30 AM","SB",NA,NA
"COEI",2015-09-15,0,120,"6:30-8:30 AM","SB",NA,NA
"COGO",2015-09-15,0,120,"6:30-8:30 AM","SB",NA,NA
"COLO",2015-09-15,3,120,"6:30-8:30 AM","SB",NA,NA
"Calidris sp.",2015-09-15,0,120,"6:30-8:30 AM","SB",NA,NA
"Cormorant sp.",2015-09-15,0,120,"6:30-8:30 AM","SB",NA,NA
"DCCO",2015-09-15,50,120,"6:30-8:30 AM","SB",NA,NA
"Duck sp.",2015-09-15,0,120,"6:30-8:30 AM","SB",NA,NA
"Falcon sp.",2015-09-15,0,120,"6:30-8:30 AM","SB",NA,NA
"GRCO",2015-09-15,0,120,"6:30-8:30 AM","SB",NA,NA
"GRSC",2015-09-15,0,120,"6:30-8:30 AM","SB",NA,NA
"HADU",2015-09-15,0,120,"6:30-8:30 AM","SB",NA,NA
"HOGR",2015-09-15,0,120,"6:30-8:30 AM","SB",NA,NA
"HOME",2015-09-15,0,120,"6:30-8:30 AM","SB",NA,NA
"ICGU/GLGU",2015-09-15,109,120,"6:30-8:30 AM","SB",NA,NA
"Jaeger sp.",2015-09-15,0,120,"6:30-8:30 AM","SB",NA,NA
"LAGU",2015-09-15,1,120,"6:30-8:30 AM","SB",NA,NA
"LESC",2015-09-15,0,120,"6:30-8:30 AM","SB",NA,NA
"LTDU",2015-09-15,0,120,"6:30-8:30 AM","SB",NA,NA
"Large alcid sp.",2015-09-15,0,120,"6:30-8:30 AM","SB",NA,NA
"Loon sp.",2015-09-15,0,120,"6:30-8:30 AM","SB",NA,NA
"MAKE",2015-09-15,0,120,"6:30-8:30 AM","SB",NA,NA
"MALL",2015-09-15,0,120,"6:30-8:30 AM","SB",NA,NA
"MERL",2015-09-15,0,120,"6:30-8:30 AM","SB",NA,NA
"NOGA",2015-09-15,35,120,"6:30-8:30 AM","SB",NA,NA
"NOHA",2015-09-15,0,120,"6:30-8:30 AM","SB",NA,NA
"OSPR",2015-09-15,0,120,"6:30-8:30 AM","SB",NA,NA
"PAJA",2015-09-15,0,120,"6:30-8:30 AM","SB",NA,NA
"PEFA",2015-09-15,0,120,"6:30-8:30 AM","SB",NA,NA
"RAZO",2015-09-15,0,120,"6:30-8:30 AM","SB",NA,NA
"RBGU",2015-09-15,12,120,"6:30-8:30 AM","SB",NA,NA
"RBME",2015-09-15,0,120,"6:30-8:30 AM","SB",NA,NA
"RNGR",2015-09-15,0,120,"6:30-8:30 AM","SB",NA,NA
"RTLO",2015-09-15,0,120,"6:30-8:30 AM","SB",NA,NA
"SNBU",2015-09-15,0,120,"6:30-8:30 AM","SB",NA,NA
"SSHA",2015-09-15,0,120,"6:30-8:30 AM","SB",NA,NA
"SUSC",2015-09-15,5,120,"6:30-8:30 AM","SB",NA,NA
"SUSC/BLSC",2015-09-15,0,120,"6:30-8:30 AM","SB",NA,NA
"Scoter Sp.",2015-09-15,0,120,"6:30-8:30 AM","SB",NA,NA
"WWSC",2015-09-15,2,120,"6:30-8:30 AM","SB",NA,NA
"ABDU",2015-09-22,0,105,"6:15-8:00 AM","SB",NA,NA
"BAEA",2015-09-22,0,105,"6:15-8:00 AM","SB",NA,NA
"BLKI",2015-09-22,0,105,"6:15-8:00 AM","SB",NA,NA
"BLSC",2015-09-22,1,105,"6:15-8:00 AM","SB",NA,NA
"BOGU",2015-09-22,0,105,"6:15-8:00 AM","SB",NA,NA
"Bird sp.",2015-09-22,0,105,"6:15-8:00 AM","SB",NA,NA
"CANG",2015-09-22,0,105,"6:15-8:00 AM","SB",NA,NA
"CATE",2015-09-22,0,105,"6:15-8:00 AM","SB",NA,NA
"COEI",2015-09-22,18,105,"6:15-8:00 AM","SB",NA,NA
"COGO",2015-09-22,0,105,"6:15-8:00 AM","SB",NA,NA
"COLO",2015-09-22,21,105,"6:15-8:00 AM","SB",NA,NA
"Calidris sp.",2015-09-22,0,105,"6:15-8:00 AM","SB",NA,NA
"Cormorant sp.",2015-09-22,0,105,"6:15-8:00 AM","SB",NA,NA
"DCCO",2015-09-22,66,105,"6:15-8:00 AM","SB",NA,NA
"Duck sp.",2015-09-22,0,105,"6:15-8:00 AM","SB",NA,NA
"Falcon sp.",2015-09-22,0,105,"6:15-8:00 AM","SB",NA,NA
"GRCO",2015-09-22,1,105,"6:15-8:00 AM","SB",NA,NA
"GRSC",2015-09-22,0,105,"6:15-8:00 AM","SB",NA,NA
"HADU",2015-09-22,0,105,"6:15-8:00 AM","SB",NA,NA
"HOGR",2015-09-22,0,105,"6:15-8:00 AM","SB",NA,NA
"HOME",2015-09-22,0,105,"6:15-8:00 AM","SB",NA,NA
"ICGU/GLGU",2015-09-22,212,105,"6:15-8:00 AM","SB",NA,NA
"Jaeger sp.",2015-09-22,0,105,"6:15-8:00 AM","SB",NA,NA
"LAGU",2015-09-22,1,105,"6:15-8:00 AM","SB",NA,NA
"LESC",2015-09-22,0,105,"6:15-8:00 AM","SB",NA,NA
"LTDU",2015-09-22,0,105,"6:15-8:00 AM","SB",NA,NA
"Large alcid sp.",2015-09-22,0,105,"6:15-8:00 AM","SB",NA,NA
"Loon sp.",2015-09-22,0,105,"6:15-8:00 AM","SB",NA,NA
"MAKE",2015-09-22,0,105,"6:15-8:00 AM","SB",NA,NA
"MALL",2015-09-22,0,105,"6:15-8:00 AM","SB",NA,NA
"MERL",2015-09-22,0,105,"6:15-8:00 AM","SB",NA,NA
"NOGA",2015-09-22,13,105,"6:15-8:00 AM","SB",NA,NA
"NOHA",2015-09-22,0,105,"6:15-8:00 AM","SB",NA,NA
"OSPR",2015-09-22,1,105,"6:15-8:00 AM","SB",NA,NA
"PAJA",2015-09-22,0,105,"6:15-8:00 AM","SB",NA,NA
"PEFA",2015-09-22,1,105,"6:15-8:00 AM","SB",NA,NA
"RAZO",2015-09-22,0,105,"6:15-8:00 AM","SB",NA,NA
"RBGU",2015-09-22,2,105,"6:15-8:00 AM","SB",NA,NA
"RBME",2015-09-22,2,105,"6:15-8:00 AM","SB",NA,NA
"RNGR",2015-09-22,0,105,"6:15-8:00 AM","SB",NA,NA
"RTLO",2015-09-22,0,105,"6:15-8:00 AM","SB",NA,NA
"SNBU",2015-09-22,0,105,"6:15-8:00 AM","SB",NA,NA
"SSHA",2015-09-22,0,105,"6:15-8:00 AM","SB",NA,NA
"SUSC",2015-09-22,80,105,"6:15-8:00 AM","SB",NA,NA
"SUSC/BLSC",2015-09-22,3,105,"6:15-8:00 AM","SB",NA,NA
"Scoter Sp.",2015-09-22,0,105,"6:15-8:00 AM","SB",NA,NA
"WWSC",2015-09-22,2,105,"6:15-8:00 AM","SB",NA,NA
"ABDU",2015-09-24,3,130,"6:20-9:00","SB",NA,NA
"BAEA",2015-09-24,1,130,"6:20-9:00","SB",NA,NA
"BLKI",2015-09-24,0,130,"6:20-9:00","SB",NA,NA
"BLSC",2015-09-24,0,130,"6:20-9:00","SB",NA,NA
"BOGU",2015-09-24,0,130,"6:20-9:00","SB",NA,NA
"Bird sp.",2015-09-24,0,130,"6:20-9:00","SB",NA,NA
"CANG",2015-09-24,0,130,"6:20-9:00","SB",NA,NA
"CATE",2015-09-24,0,130,"6:20-9:00","SB",NA,NA
"COEI",2015-09-24,30,130,"6:20-9:00","SB",NA,NA
"COGO",2015-09-24,0,130,"6:20-9:00","SB",NA,NA
"COLO",2015-09-24,12,130,"6:20-9:00","SB",NA,NA
"Calidris sp.",2015-09-24,0,130,"6:20-9:00","SB",NA,NA
"Cormorant sp.",2015-09-24,0,130,"6:20-9:00","SB",NA,NA
"DCCO",2015-09-24,139,130,"6:20-9:00","SB",NA,NA
"Duck sp.",2015-09-24,0,130,"6:20-9:00","SB",NA,NA
"Falcon sp.",2015-09-24,0,130,"6:20-9:00","SB",NA,NA
"GRCO",2015-09-24,0,130,"6:20-9:00","SB",NA,NA
"GRSC",2015-09-24,0,130,"6:20-9:00","SB",NA,NA
"HADU",2015-09-24,0,130,"6:20-9:00","SB",NA,NA
"HOGR",2015-09-24,0,130,"6:20-9:00","SB",NA,NA
"HOME",2015-09-24,0,130,"6:20-9:00","SB",NA,NA
"ICGU/GLGU",2015-09-24,210,130,"6:20-9:00","SB",NA,NA
"Jaeger sp.",2015-09-24,0,130,"6:20-9:00","SB",NA,NA
"LAGU",2015-09-24,1,130,"6:20-9:00","SB",NA,NA
"LESC",2015-09-24,0,130,"6:20-9:00","SB",NA,NA
"LTDU",2015-09-24,0,130,"6:20-9:00","SB",NA,NA
"Large alcid sp.",2015-09-24,0,130,"6:20-9:00","SB",NA,NA
"Loon sp.",2015-09-24,0,130,"6:20-9:00","SB",NA,NA
"MAKE",2015-09-24,0,130,"6:20-9:00","SB",NA,NA
"MALL",2015-09-24,0,130,"6:20-9:00","SB",NA,NA
"MERL",2015-09-24,1,130,"6:20-9:00","SB",NA,NA
"NOGA",2015-09-24,1,130,"6:20-9:00","SB",NA,NA
"NOHA",2015-09-24,0,130,"6:20-9:00","SB",NA,NA
"OSPR",2015-09-24,0,130,"6:20-9:00","SB",NA,NA
"PAJA",2015-09-24,0,130,"6:20-9:00","SB",NA,NA
"PEFA",2015-09-24,0,130,"6:20-9:00","SB",NA,NA
"RAZO",2015-09-24,0,130,"6:20-9:00","SB",NA,NA
"RBGU",2015-09-24,2,130,"6:20-9:00","SB",NA,NA
"RBME",2015-09-24,0,130,"6:20-9:00","SB",NA,NA
"RNGR",2015-09-24,0,130,"6:20-9:00","SB",NA,NA
"RTLO",2015-09-24,0,130,"6:20-9:00","SB",NA,NA
"SNBU",2015-09-24,0,130,"6:20-9:00","SB",NA,NA
"SSHA",2015-09-24,0,130,"6:20-9:00","SB",NA,NA
"SUSC",2015-09-24,13,130,"6:20-9:00","SB",NA,NA
"SUSC/BLSC",2015-09-24,7,130,"6:20-9:00","SB",NA,NA
"Scoter Sp.",2015-09-24,0,130,"6:20-9:00","SB",NA,NA
"WWSC",2015-09-24,0,130,"6:20-9:00","SB",NA,NA
"ABDU",2015-10-01,0,120,"6:30-8:30","SB",NA,NA
"BAEA",2015-10-01,0,120,"6:30-8:30","SB",NA,NA
"BLKI",2015-10-01,0,120,"6:30-8:30","SB",NA,NA
"BLSC",2015-10-01,0,120,"6:30-8:30","SB",NA,NA
"BOGU",2015-10-01,0,120,"6:30-8:30","SB",NA,NA
"Bird sp.",2015-10-01,0,120,"6:30-8:30","SB",NA,NA
"CANG",2015-10-01,0,120,"6:30-8:30","SB",NA,NA
"CATE",2015-10-01,0,120,"6:30-8:30","SB",NA,NA
"COEI",2015-10-01,0,120,"6:30-8:30","SB",NA,NA
"COGO",2015-10-01,0,120,"6:30-8:30","SB",NA,NA
"COLO",2015-10-01,18,120,"6:30-8:30","SB",NA,NA
"Calidris sp.",2015-10-01,0,120,"6:30-8:30","SB",NA,NA
"Cormorant sp.",2015-10-01,0,120,"6:30-8:30","SB",NA,NA
"DCCO",2015-10-01,6,120,"6:30-8:30","SB",NA,NA
"Duck sp.",2015-10-01,0,120,"6:30-8:30","SB",NA,NA
"Falcon sp.",2015-10-01,0,120,"6:30-8:30","SB",NA,NA
"GRCO",2015-10-01,0,120,"6:30-8:30","SB",NA,NA
"GRSC",2015-10-01,0,120,"6:30-8:30","SB",NA,NA
"HADU",2015-10-01,0,120,"6:30-8:30","SB",NA,NA
"HOGR",2015-10-01,0,120,"6:30-8:30","SB",NA,NA
"HOME",2015-10-01,0,120,"6:30-8:30","SB",NA,NA
"ICGU/GLGU",2015-10-01,139,120,"6:30-8:30","SB",NA,NA
"Jaeger sp.",2015-10-01,0,120,"6:30-8:30","SB",NA,NA
"LAGU",2015-10-01,2,120,"6:30-8:30","SB",NA,NA
"LESC",2015-10-01,0,120,"6:30-8:30","SB",NA,NA
"LTDU",2015-10-01,0,120,"6:30-8:30","SB",NA,NA
"Large alcid sp.",2015-10-01,0,120,"6:30-8:30","SB",NA,NA
"Loon sp.",2015-10-01,0,120,"6:30-8:30","SB",NA,NA
"MAKE",2015-10-01,0,120,"6:30-8:30","SB",NA,NA
"MALL",2015-10-01,1,120,"6:30-8:30","SB",NA,NA
"MERL",2015-10-01,0,120,"6:30-8:30","SB",NA,NA
"NOGA",2015-10-01,0,120,"6:30-8:30","SB",NA,NA
"NOHA",2015-10-01,0,120,"6:30-8:30","SB",NA,NA
"OSPR",2015-10-01,0,120,"6:30-8:30","SB",NA,NA
"PAJA",2015-10-01,0,120,"6:30-8:30","SB",NA,NA
"PEFA",2015-10-01,1,120,"6:30-8:30","SB",NA,NA
"RAZO",2015-10-01,0,120,"6:30-8:30","SB",NA,NA
"RBGU",2015-10-01,6,120,"6:30-8:30","SB",NA,NA
"RBME",2015-10-01,1,120,"6:30-8:30","SB",NA,NA
"RNGR",2015-10-01,0,120,"6:30-8:30","SB",NA,NA
"RTLO",2015-10-01,0,120,"6:30-8:30","SB",NA,NA
"SNBU",2015-10-01,0,120,"6:30-8:30","SB",NA,NA
"SSHA",2015-10-01,0,120,"6:30-8:30","SB",NA,NA
"SUSC",2015-10-01,45,120,"6:30-8:30","SB",NA,NA
"SUSC/BLSC",2015-10-01,35,120,"6:30-8:30","SB",NA,NA
"Scoter Sp.",2015-10-01,0,120,"6:30-8:30","SB",NA,NA
"WWSC",2015-10-01,24,120,"6:30-8:30","SB",NA,NA
"ABDU",2015-10-07,0,60,"6:45-7:45","SB",NA,NA
"BAEA",2015-10-07,0,60,"6:45-7:45","SB",NA,NA
"BLKI",2015-10-07,0,60,"6:45-7:45","SB",NA,NA
"BLSC",2015-10-07,0,60,"6:45-7:45","SB",NA,NA
"BOGU",2015-10-07,0,60,"6:45-7:45","SB",NA,NA
"Bird sp.",2015-10-07,0,60,"6:45-7:45","SB",NA,NA
"CANG",2015-10-07,0,60,"6:45-7:45","SB",NA,NA
"CATE",2015-10-07,0,60,"6:45-7:45","SB",NA,NA
"COEI",2015-10-07,165,60,"6:45-7:45","SB",NA,NA
"COGO",2015-10-07,0,60,"6:45-7:45","SB",NA,NA
"COLO",2015-10-07,8,60,"6:45-7:45","SB",NA,NA
"Calidris sp.",2015-10-07,0,60,"6:45-7:45","SB",NA,NA
"Cormorant sp.",2015-10-07,0,60,"6:45-7:45","SB",NA,NA
"DCCO",2015-10-07,14,60,"6:45-7:45","SB",NA,NA
"Duck sp.",2015-10-07,0,60,"6:45-7:45","SB",NA,NA
"Falcon sp.",2015-10-07,0,60,"6:45-7:45","SB",NA,NA
"GRCO",2015-10-07,2,60,"6:45-7:45","SB",NA,NA
"GRSC",2015-10-07,0,60,"6:45-7:45","SB",NA,NA
"HADU",2015-10-07,0,60,"6:45-7:45","SB",NA,NA
"HOGR",2015-10-07,0,60,"6:45-7:45","SB",NA,NA
"HOME",2015-10-07,0,60,"6:45-7:45","SB",NA,NA
"ICGU/GLGU",2015-10-07,217,60,"6:45-7:45","SB",NA,NA
"Jaeger sp.",2015-10-07,0,60,"6:45-7:45","SB",NA,NA
"LAGU",2015-10-07,0,60,"6:45-7:45","SB",NA,NA
"LESC",2015-10-07,0,60,"6:45-7:45","SB",NA,NA
"LTDU",2015-10-07,0,60,"6:45-7:45","SB",NA,NA
"Large alcid sp.",2015-10-07,0,60,"6:45-7:45","SB",NA,NA
"Loon sp.",2015-10-07,0,60,"6:45-7:45","SB",NA,NA
"MAKE",2015-10-07,0,60,"6:45-7:45","SB",NA,NA
"MALL",2015-10-07,0,60,"6:45-7:45","SB",NA,NA
"MERL",2015-10-07,1,60,"6:45-7:45","SB",NA,NA
"NOGA",2015-10-07,8,60,"6:45-7:45","SB",NA,NA
"NOHA",2015-10-07,0,60,"6:45-7:45","SB",NA,NA
"OSPR",2015-10-07,0,60,"6:45-7:45","SB",NA,NA
"PAJA",2015-10-07,0,60,"6:45-7:45","SB",NA,NA
"PEFA",2015-10-07,1,60,"6:45-7:45","SB",NA,NA
"RAZO",2015-10-07,0,60,"6:45-7:45","SB",NA,NA
"RBGU",2015-10-07,9,60,"6:45-7:45","SB",NA,NA
"RBME",2015-10-07,0,60,"6:45-7:45","SB",NA,NA
"RNGR",2015-10-07,0,60,"6:45-7:45","SB",NA,NA
"RTLO",2015-10-07,0,60,"6:45-7:45","SB",NA,NA
"SNBU",2015-10-07,0,60,"6:45-7:45","SB",NA,NA
"SSHA",2015-10-07,0,60,"6:45-7:45","SB",NA,NA
"SUSC",2015-10-07,9,60,"6:45-7:45","SB",NA,NA
"SUSC/BLSC",2015-10-07,0,60,"6:45-7:45","SB",NA,NA
"Scoter Sp.",2015-10-07,0,60,"6:45-7:45","SB",NA,NA
"WWSC",2015-10-07,0,60,"6:45-7:45","SB",NA,NA
"ABDU",2015-10-15,0,120,"6:45-8:45","SB",NA,NA
"BAEA",2015-10-15,0,120,"6:45-8:45","SB",NA,NA
"BLKI",2015-10-15,0,120,"6:45-8:45","SB",NA,NA
"BLSC",2015-10-15,2,120,"6:45-8:45","SB",NA,NA
"BOGU",2015-10-15,0,120,"6:45-8:45","SB",NA,NA
"Bird sp.",2015-10-15,0,120,"6:45-8:45","SB",NA,NA
"CANG",2015-10-15,0,120,"6:45-8:45","SB",NA,NA
"CATE",2015-10-15,0,120,"6:45-8:45","SB",NA,NA
"COEI",2015-10-15,330,120,"6:45-8:45","SB",NA,NA
"COGO",2015-10-15,0,120,"6:45-8:45","SB",NA,NA
"COLO",2015-10-15,11,120,"6:45-8:45","SB",NA,NA
"Calidris sp.",2015-10-15,0,120,"6:45-8:45","SB",NA,NA
"Cormorant sp.",2015-10-15,0,120,"6:45-8:45","SB",NA,NA
"DCCO",2015-10-15,178,120,"6:45-8:45","SB",NA,NA
"Duck sp.",2015-10-15,0,120,"6:45-8:45","SB",NA,NA
"Falcon sp.",2015-10-15,0,120,"6:45-8:45","SB",NA,NA
"GRCO",2015-10-15,0,120,"6:45-8:45","SB",NA,NA
"GRSC",2015-10-15,0,120,"6:45-8:45","SB",NA,NA
"HADU",2015-10-15,0,120,"6:45-8:45","SB",NA,NA
"HOGR",2015-10-15,0,120,"6:45-8:45","SB",NA,NA
"HOME",2015-10-15,0,120,"6:45-8:45","SB",NA,NA
"ICGU/GLGU",2015-10-15,553,120,"6:45-8:45","SB",NA,NA
"Jaeger sp.",2015-10-15,0,120,"6:45-8:45","SB",NA,NA
"LAGU",2015-10-15,0,120,"6:45-8:45","SB",NA,NA
"LESC",2015-10-15,0,120,"6:45-8:45","SB",NA,NA
"LTDU",2015-10-15,2,120,"6:45-8:45","SB",NA,NA
"Large alcid sp.",2015-10-15,0,120,"6:45-8:45","SB",NA,NA
"Loon sp.",2015-10-15,0,120,"6:45-8:45","SB",NA,NA
"MAKE",2015-10-15,0,120,"6:45-8:45","SB",NA,NA
"MALL",2015-10-15,0,120,"6:45-8:45","SB",NA,NA
"MERL",2015-10-15,1,120,"6:45-8:45","SB",NA,NA
"NOGA",2015-10-15,5,120,"6:45-8:45","SB",NA,NA
"NOHA",2015-10-15,0,120,"6:45-8:45","SB",NA,NA
"OSPR",2015-10-15,0,120,"6:45-8:45","SB",NA,NA
"PAJA",2015-10-15,0,120,"6:45-8:45","SB",NA,NA
"PEFA",2015-10-15,1,120,"6:45-8:45","SB",NA,NA
"RAZO",2015-10-15,0,120,"6:45-8:45","SB",NA,NA
"RBGU",2015-10-15,9,120,"6:45-8:45","SB",NA,NA
"RBME",2015-10-15,2,120,"6:45-8:45","SB",NA,NA
"RNGR",2015-10-15,1,120,"6:45-8:45","SB",NA,NA
"RTLO",2015-10-15,1,120,"6:45-8:45","SB",NA,NA
"SNBU",2015-10-15,0,120,"6:45-8:45","SB",NA,NA
"SSHA",2015-10-15,0,120,"6:45-8:45","SB",NA,NA
"SUSC",2015-10-15,4,120,"6:45-8:45","SB",NA,NA
"SUSC/BLSC",2015-10-15,2,120,"6:45-8:45","SB",NA,NA
"Scoter Sp.",2015-10-15,0,120,"6:45-8:45","SB",NA,NA
"WWSC",2015-10-15,4,120,"6:45-8:45","SB",NA,NA
"ABDU",2015-10-20,2,120,"6:45-8:45","SB",NA,NA
"BAEA",2015-10-20,0,120,"6:45-8:45","SB",NA,NA
"BLKI",2015-10-20,0,120,"6:45-8:45","SB",NA,NA
"BLSC",2015-10-20,213,120,"6:45-8:45","SB",NA,NA
"BOGU",2015-10-20,0,120,"6:45-8:45","SB",NA,NA
"Bird sp.",2015-10-20,0,120,"6:45-8:45","SB",NA,NA
"CANG",2015-10-20,0,120,"6:45-8:45","SB",NA,NA
"CATE",2015-10-20,0,120,"6:45-8:45","SB",NA,NA
"COEI",2015-10-20,25,120,"6:45-8:45","SB",NA,NA
"COGO",2015-10-20,0,120,"6:45-8:45","SB",NA,NA
"COLO",2015-10-20,54,120,"6:45-8:45","SB",NA,NA
"Calidris sp.",2015-10-20,0,120,"6:45-8:45","SB",NA,NA
"Cormorant sp.",2015-10-20,0,120,"6:45-8:45","SB",NA,NA
"DCCO",2015-10-20,33,120,"6:45-8:45","SB",NA,NA
"Duck sp.",2015-10-20,0,120,"6:45-8:45","SB",NA,NA
"Falcon sp.",2015-10-20,0,120,"6:45-8:45","SB",NA,NA
"GRCO",2015-10-20,1,120,"6:45-8:45","SB",NA,NA
"GRSC",2015-10-20,4,120,"6:45-8:45","SB",NA,NA
"HADU",2015-10-20,0,120,"6:45-8:45","SB",NA,NA
"HOGR",2015-10-20,0,120,"6:45-8:45","SB",NA,NA
"HOME",2015-10-20,0,120,"6:45-8:45","SB",NA,NA
"ICGU/GLGU",2015-10-20,886,120,"6:45-8:45","SB",NA,NA
"Jaeger sp.",2015-10-20,0,120,"6:45-8:45","SB",NA,NA
"LAGU",2015-10-20,0,120,"6:45-8:45","SB",NA,NA
"LESC",2015-10-20,0,120,"6:45-8:45","SB",NA,NA
"LTDU",2015-10-20,12,120,"6:45-8:45","SB",NA,NA
"Large alcid sp.",2015-10-20,0,120,"6:45-8:45","SB",NA,NA
"Loon sp.",2015-10-20,0,120,"6:45-8:45","SB",NA,NA
"MAKE",2015-10-20,0,120,"6:45-8:45","SB",NA,NA
"MALL",2015-10-20,0,120,"6:45-8:45","SB",NA,NA
"MERL",2015-10-20,0,120,"6:45-8:45","SB",NA,NA
"NOGA",2015-10-20,61,120,"6:45-8:45","SB",NA,NA
"NOHA",2015-10-20,0,120,"6:45-8:45","SB",NA,NA
"OSPR",2015-10-20,0,120,"6:45-8:45","SB",NA,NA
"PAJA",2015-10-20,0,120,"6:45-8:45","SB",NA,NA
"PEFA",2015-10-20,1,120,"6:45-8:45","SB",NA,NA
"RAZO",2015-10-20,0,120,"6:45-8:45","SB",NA,NA
"RBGU",2015-10-20,17,120,"6:45-8:45","SB",NA,NA
"RBME",2015-10-20,4,120,"6:45-8:45","SB",NA,NA
"RNGR",2015-10-20,1,120,"6:45-8:45","SB",NA,NA
"RTLO",2015-10-20,15,120,"6:45-8:45","SB",NA,NA
"SNBU",2015-10-20,0,120,"6:45-8:45","SB",NA,NA
"SSHA",2015-10-20,0,120,"6:45-8:45","SB",NA,NA
"SUSC",2015-10-20,138,120,"6:45-8:45","SB",NA,NA
"SUSC/BLSC",2015-10-20,261,120,"6:45-8:45","SB",NA,NA
"Scoter Sp.",2015-10-20,0,120,"6:45-8:45","SB",NA,NA
"WWSC",2015-10-20,44,120,"6:45-8:45","SB",NA,NA
"ABDU",2015-10-22,2,120,"6:55-8:55","SB",NA,NA
"BAEA",2015-10-22,2,120,"6:55-8:55","SB",NA,NA
"BLKI",2015-10-22,13,120,"6:55-8:55","SB",NA,NA
