"species","date","day.total","total.obs.mins","time.of.obs","principle.observer","wind.dir.speed","visibility"
"BLSK",2019-09-05,0,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"BOGU",2019-09-05,1,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"BRAN",2019-09-05,0,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"BUFF",2019-09-05,0,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"Bird sp.",2019-09-05,1,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"CANG",2019-09-05,0,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"CATE",2019-09-05,4,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"COEI",2019-09-05,20,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"COGO",2019-09-05,0,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"COLO",2019-09-05,6,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"COMU",2019-09-05,0,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"COTE",2019-09-05,0,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"Cormorant sp.",2019-09-05,51,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"DCCO",2019-09-05,218,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"Duck sp.",2019-09-05,2,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"GBHE",2019-09-05,0,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"GRCO",2019-09-05,23,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"GREG",2019-09-05,0,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"GRSC",2019-09-05,0,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"GWTE",2019-09-05,0,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"HADU",2019-09-05,0,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"HOGR",2019-09-05,0,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"Jaeger sp.",2019-09-05,0,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"LAGU",2019-09-05,5,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"LTDU",2019-09-05,0,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"Large alcid sp.",2019-09-05,0,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"Loon sp.",2019-09-05,0,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"MALL",2019-09-05,0,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"MALL/ABDU",2019-09-05,0,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"NOGA",2019-09-05,149,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"NOPI",2019-09-05,0,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"PAJA",2019-09-05,0,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"POJA",2019-09-05,0,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"RAZO",2019-09-05,0,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"RBGU",2019-09-05,4,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"RBME",2019-09-05,0,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"RNGR",2019-09-05,0,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"RNPH",2019-09-05,0,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"RTLO",2019-09-05,0,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"SUSC",2019-09-05,0,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"Scoter sp.",2019-09-05,0,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"Tern sp.",2019-09-05,0,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"WODU",2019-09-05,0,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"WWSC",2019-09-05,1,300,"06:00-10:00; 17:00-18:00","Hallie Daly","SSE 1","10 mi"
"ABDU",2019-09-06,0,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"BLGU",2019-09-06,0,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"BLKI",2019-09-06,0,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"BLSC",2019-09-06,0,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"BLSK",2019-09-06,0,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"BOGU",2019-09-06,0,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"BRAN",2019-09-06,0,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"BUFF",2019-09-06,0,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"Bird sp.",2019-09-06,4,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"CANG",2019-09-06,0,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"CATE",2019-09-06,0,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"COEI",2019-09-06,43,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"COGO",2019-09-06,0,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"COLO",2019-09-06,16,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"COMU",2019-09-06,0,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"COTE",2019-09-06,1,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"Cormorant sp.",2019-09-06,2,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"DCCO",2019-09-06,339,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"Duck sp.",2019-09-06,0,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"GBHE",2019-09-06,0,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"GRCO",2019-09-06,9,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"GREG",2019-09-06,0,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"GRSC",2019-09-06,0,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"GWTE",2019-09-06,0,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"HADU",2019-09-06,0,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"HOGR",2019-09-06,0,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"Jaeger sp.",2019-09-06,0,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"LAGU",2019-09-06,16,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"LTDU",2019-09-06,0,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"Large alcid sp.",2019-09-06,0,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"Loon sp.",2019-09-06,2,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"MALL",2019-09-06,0,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"MALL/ABDU",2019-09-06,0,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"NOGA",2019-09-06,320,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"NOPI",2019-09-06,0,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"PAJA",2019-09-06,0,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"POJA",2019-09-06,0,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"RAZO",2019-09-06,0,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"RBGU",2019-09-06,5,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"RBME",2019-09-06,0,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"RNGR",2019-09-06,0,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"RNPH",2019-09-06,0,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"RTLO",2019-09-06,1,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"SUSC",2019-09-06,4,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"Scoter sp.",2019-09-06,12,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"Tern sp.",2019-09-06,0,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"WODU",2019-09-06,0,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"WWSC",2019-09-06,3,300,"06:00-07:00","Hallie Daly","SSW 2","10 mi"
"ABDU",2019-09-07,0,0,NA,NA,NA,NA
"BLGU",2019-09-07,0,0,NA,NA,NA,NA
"BLKI",2019-09-07,0,0,NA,NA,NA,NA
"BLSC",2019-09-07,0,0,NA,NA,NA,NA
"BLSK",2019-09-07,0,0,NA,NA,NA,NA
"BOGU",2019-09-07,0,0,NA,NA,NA,NA
"BRAN",2019-09-07,0,0,NA,NA,NA,NA
"BUFF",2019-09-07,0,0,NA,NA,NA,NA
"Bird sp.",2019-09-07,0,0,NA,NA,NA,NA
"CANG",2019-09-07,0,0,NA,NA,NA,NA
"CATE",2019-09-07,0,0,NA,NA,NA,NA
"COEI",2019-09-07,0,0,NA,NA,NA,NA
"COGO",2019-09-07,0,0,NA,NA,NA,NA
"COLO",2019-09-07,0,0,NA,NA,NA,NA
"COMU",2019-09-07,0,0,NA,NA,NA,NA
"COTE",2019-09-07,0,0,NA,NA,NA,NA
"Cormorant sp.",2019-09-07,0,0,NA,NA,NA,NA
"DCCO",2019-09-07,0,0,NA,NA,NA,NA
"Duck sp.",2019-09-07,0,0,NA,NA,NA,NA
"GBHE",2019-09-07,0,0,NA,NA,NA,NA
"GRCO",2019-09-07,0,0,NA,NA,NA,NA
"GREG",2019-09-07,0,0,NA,NA,NA,NA
"GRSC",2019-09-07,0,0,NA,NA,NA,NA
"GWTE",2019-09-07,0,0,NA,NA,NA,NA
"HADU",2019-09-07,0,0,NA,NA,NA,NA
"HOGR",2019-09-07,0,0,NA,NA,NA,NA
"Jaeger sp.",2019-09-07,0,0,NA,NA,NA,NA
"LAGU",2019-09-07,0,0,NA,NA,NA,NA
"LTDU",2019-09-07,0,0,NA,NA,NA,NA
"Large alcid sp.",2019-09-07,0,0,NA,NA,NA,NA
"Loon sp.",2019-09-07,0,0,NA,NA,NA,NA
"MALL",2019-09-07,0,0,NA,NA,NA,NA
"MALL/ABDU",2019-09-07,0,0,NA,NA,NA,NA
"NOGA",2019-09-07,0,0,NA,NA,NA,NA
"NOPI",2019-09-07,0,0,NA,NA,NA,NA
"PAJA",2019-09-07,0,0,NA,NA,NA,NA
"POJA",2019-09-07,0,0,NA,NA,NA,NA
"RAZO",2019-09-07,0,0,NA,NA,NA,NA
"RBGU",2019-09-07,0,0,NA,NA,NA,NA
"RBME",2019-09-07,0,0,NA,NA,NA,NA
"RNGR",2019-09-07,0,0,NA,NA,NA,NA
"RNPH",2019-09-07,0,0,NA,NA,NA,NA
"RTLO",2019-09-07,0,0,NA,NA,NA,NA
"SUSC",2019-09-07,0,0,NA,NA,NA,NA
"Scoter sp.",2019-09-07,0,0,NA,NA,NA,NA
"Tern sp.",2019-09-07,0,0,NA,NA,NA,NA
"WODU",2019-09-07,0,0,NA,NA,NA,NA
"WWSC",2019-09-07,0,0,NA,NA,NA,NA
"ABDU",2019-09-08,0,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"BLGU",2019-09-08,0,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"BLKI",2019-09-08,0,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"BLSC",2019-09-08,4,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"BLSK",2019-09-08,0,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"BOGU",2019-09-08,0,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"BRAN",2019-09-08,0,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"BUFF",2019-09-08,0,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"Bird sp.",2019-09-08,0,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"CANG",2019-09-08,0,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"CATE",2019-09-08,0,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"COEI",2019-09-08,17,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"COGO",2019-09-08,0,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"COLO",2019-09-08,15,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"COMU",2019-09-08,0,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"COTE",2019-09-08,1,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"Cormorant sp.",2019-09-08,1,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"DCCO",2019-09-08,185,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"Duck sp.",2019-09-08,0,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"GBHE",2019-09-08,0,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"GRCO",2019-09-08,4,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"GREG",2019-09-08,0,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"GRSC",2019-09-08,0,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"GWTE",2019-09-08,0,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"HADU",2019-09-08,0,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"HOGR",2019-09-08,0,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"Jaeger sp.",2019-09-08,0,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"LAGU",2019-09-08,23,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"LTDU",2019-09-08,0,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"Large alcid sp.",2019-09-08,0,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"Loon sp.",2019-09-08,2,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"MALL",2019-09-08,0,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"MALL/ABDU",2019-09-08,0,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"NOGA",2019-09-08,23,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"NOPI",2019-09-08,0,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"PAJA",2019-09-08,0,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"POJA",2019-09-08,0,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"RAZO",2019-09-08,0,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"RBGU",2019-09-08,7,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"RBME",2019-09-08,0,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"RNGR",2019-09-08,0,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"RNPH",2019-09-08,0,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"RTLO",2019-09-08,1,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"SUSC",2019-09-08,2,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"Scoter sp.",2019-09-08,0,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"Tern sp.",2019-09-08,0,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"WODU",2019-09-08,0,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"WWSC",2019-09-08,1,240,"05:50-08:50; 17:00-18:00","Hallie Daly","NW1","10 mi"
"ABDU",2019-09-09,0,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"BLGU",2019-09-09,0,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"BLKI",2019-09-09,0,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"BLSC",2019-09-09,19,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"BLSK",2019-09-09,0,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"BOGU",2019-09-09,0,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"BRAN",2019-09-09,0,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"BUFF",2019-09-09,0,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"Bird sp.",2019-09-09,0,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"CANG",2019-09-09,0,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"CATE",2019-09-09,0,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"COEI",2019-09-09,35,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"COGO",2019-09-09,0,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"COLO",2019-09-09,19,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"COMU",2019-09-09,0,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"COTE",2019-09-09,2,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"Cormorant sp.",2019-09-09,0,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"DCCO",2019-09-09,229,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"Duck sp.",2019-09-09,1,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"GBHE",2019-09-09,0,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"GRCO",2019-09-09,3,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"GREG",2019-09-09,0,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"GRSC",2019-09-09,0,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"GWTE",2019-09-09,0,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"HADU",2019-09-09,0,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"HOGR",2019-09-09,0,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"Jaeger sp.",2019-09-09,0,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"LAGU",2019-09-09,32,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"LTDU",2019-09-09,0,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"Large alcid sp.",2019-09-09,0,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"Loon sp.",2019-09-09,0,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"MALL",2019-09-09,2,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"MALL/ABDU",2019-09-09,0,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"NOGA",2019-09-09,69,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"NOPI",2019-09-09,0,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"PAJA",2019-09-09,0,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"POJA",2019-09-09,0,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"RAZO",2019-09-09,0,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"RBGU",2019-09-09,2,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"RBME",2019-09-09,0,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"RNGR",2019-09-09,2,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"RNPH",2019-09-09,0,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"RTLO",2019-09-09,2,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"SUSC",2019-09-09,4,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"Scoter sp.",2019-09-09,11,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"Tern sp.",2019-09-09,0,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"WODU",2019-09-09,0,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"WWSC",2019-09-09,7,300,"06:00-11:00","Hallie Daly","N 0","10 mi"
"ABDU",2019-09-10,2,300,"06:00-09:00;16:40-18:40","Hallie Daly","NNE 1 ","10 mi"
"BLGU",2019-09-10,0,300,"06:00-09:00;16:40-18:40","Hallie Daly","NNE 1 ","10 mi"
"BLKI",2019-09-10,0,300,"06:00-09:00;16:40-18:40","Hallie Daly","NNE 1 ","10 mi"
"BLSC",2019-09-10,1,300,"06:00-09:00;16:40-18:40","Hallie Daly","NNE 1 ","10 mi"
"BLSK",2019-09-10,0,300,"06:00-09:00;16:40-18:40","Hallie Daly","NNE 1 ","10 mi"
"BOGU",2019-09-10,0,300,"06:00-09:00;16:40-18:40","Hallie Daly","NNE 1 ","10 mi"
"BRAN",2019-09-10,0,300,"06:00-09:00;16:40-18:40","Hallie Daly","NNE 1 ","10 mi"
"BUFF",2019-09-10,0,300,"06:00-09:00;16:40-18:40","Hallie Daly","NNE 1 ","10 mi"
"Bird sp.",2019-09-10,0,300,"06:00-09:00;16:40-18:40","Hallie Daly","NNE 1 ","10 mi"
"CANG",2019-09-10,1,300,"06:00-09:00;16:40-18:40","Hallie Daly","NNE 1 ","10 mi"
"CATE",2019-09-10,0,300,"06:00-09:00;16:40-18:40","Hallie Daly","NNE 1 ","10 mi"
"COEI",2019-09-10,95,300,"06:00-09:00;16:40-18:40","Hallie Daly","NNE 1 ","10 mi"
"COGO",2019-09-10,0,300,"06:00-09:00;16:40-18:40","Hallie Daly","NNE 1 ","10 mi"
"COLO",2019-09-10,15,300,"06:00-09:00;16:40-18:40","Hallie Daly","NNE 1 ","10 mi"
"COMU",2019-09-10,0,300,"06:00-09:00;16:40-18:40","Hallie Daly","NNE 1 ","10 mi"
