"species","date","day.total","total.obs.mins","time.of.obs","principle.observer","wind.dir.speed","visibility"
"Cormorant sp.",2020-09-04,0,135,"0545-0815","SB","SSW 10","0/ Dense Fog"
"DCCO",2020-09-04,0,135,"0545-0815","SB","SSW 10","0/ Dense Fog"
"Duck sp.",2020-09-04,0,135,"0545-0815","SB","SSW 10","0/ Dense Fog"
"GBHE",2020-09-04,0,135,"0545-0815","SB","SSW 10","0/ Dense Fog"
"GRCO",2020-09-04,0,135,"0545-0815","SB","SSW 10","0/ Dense Fog"
"GREG",2020-09-04,0,135,"0545-0815","SB","SSW 10","0/ Dense Fog"
"GRSC",2020-09-04,0,135,"0545-0815","SB","SSW 10","0/ Dense Fog"
"GWTE",2020-09-04,0,135,"0545-0815","SB","SSW 10","0/ Dense Fog"
"HADU",2020-09-04,0,135,"0545-0815","SB","SSW 10","0/ Dense Fog"
"HOGR",2020-09-04,0,135,"0545-0815","SB","SSW 10","0/ Dense Fog"
"Jaeger sp.",2020-09-04,0,135,"0545-0815","SB","SSW 10","0/ Dense Fog"
"LAGU",2020-09-04,0,135,"0545-0815","SB","SSW 10","0/ Dense Fog"
"LTDU",2020-09-04,0,135,"0545-0815","SB","SSW 10","0/ Dense Fog"
"Large alcid sp.",2020-09-04,0,135,"0545-0815","SB","SSW 10","0/ Dense Fog"
"Loon sp.",2020-09-04,0,135,"0545-0815","SB","SSW 10","0/ Dense Fog"
"MALL",2020-09-04,0,135,"0545-0815","SB","SSW 10","0/ Dense Fog"
"MALL/ABDU",2020-09-04,0,135,"0545-0815","SB","SSW 10","0/ Dense Fog"
"NOGA",2020-09-04,0,135,"0545-0815","SB","SSW 10","0/ Dense Fog"
"NOPI",2020-09-04,0,135,"0545-0815","SB","SSW 10","0/ Dense Fog"
"PAJA",2020-09-04,0,135,"0545-0815","SB","SSW 10","0/ Dense Fog"
"POJA",2020-09-04,0,135,"0545-0815","SB","SSW 10","0/ Dense Fog"
"RAZO",2020-09-04,0,135,"0545-0815","SB","SSW 10","0/ Dense Fog"
"RBGU",2020-09-04,0,135,"0545-0815","SB","SSW 10","0/ Dense Fog"
"RBME",2020-09-04,0,135,"0545-0815","SB","SSW 10","0/ Dense Fog"
"RNGR",2020-09-04,0,135,"0545-0815","SB","SSW 10","0/ Dense Fog"
"RNPH",2020-09-04,0,135,"0545-0815","SB","SSW 10","0/ Dense Fog"
"RTLO",2020-09-04,0,135,"0545-0815","SB","SSW 10","0/ Dense Fog"
"SUSC",2020-09-04,0,135,"0545-0815","SB","SSW 10","0/ Dense Fog"
"Scoter sp.",2020-09-04,0,135,"0545-0815","SB","SSW 10","0/ Dense Fog"
"Shearwater sp.",2020-09-04,0,135,"0545-0815","SB","SSW 10","0/ Dense Fog"
"Tern sp.",2020-09-04,0,135,"0545-0815","SB","SSW 10","0/ Dense Fog"
"WODU",2020-09-04,0,135,"0545-0815","SB","SSW 10","0/ Dense Fog"
"WWSC",2020-09-04,0,135,"0545-0815","SB","SSW 10","0/ Dense Fog"
"ABDU",2020-09-05,0,0,NA,"ZK",NA,NA
"BLGU",2020-09-05,0,0,NA,"ZK",NA,NA
"BLKI",2020-09-05,0,0,NA,"ZK",NA,NA
"BLSC",2020-09-05,0,0,NA,"ZK",NA,NA
"BLSK",2020-09-05,0,0,NA,"ZK",NA,NA
"BOGU",2020-09-05,0,0,NA,"ZK",NA,NA
"BRAN",2020-09-05,0,0,NA,"ZK",NA,NA
"BUFF",2020-09-05,0,0,NA,"ZK",NA,NA
"Bird sp.",2020-09-05,0,0,NA,"ZK",NA,NA
"CANG",2020-09-05,0,0,NA,"ZK",NA,NA
"CATE",2020-09-05,0,0,NA,"ZK",NA,NA
"COEI",2020-09-05,0,0,NA,"ZK",NA,NA
"COGO",2020-09-05,0,0,NA,"ZK",NA,NA
"COLO",2020-09-05,0,0,NA,"ZK",NA,NA
"COMU",2020-09-05,0,0,NA,"ZK",NA,NA
"COTE",2020-09-05,0,0,NA,"ZK",NA,NA
"Cormorant sp.",2020-09-05,0,0,NA,"ZK",NA,NA
"DCCO",2020-09-05,0,0,NA,"ZK",NA,NA
"Duck sp.",2020-09-05,0,0,NA,"ZK",NA,NA
"GBHE",2020-09-05,0,0,NA,"ZK",NA,NA
"GRCO",2020-09-05,0,0,NA,"ZK",NA,NA
"GREG",2020-09-05,0,0,NA,"ZK",NA,NA
"GRSC",2020-09-05,0,0,NA,"ZK",NA,NA
"GWTE",2020-09-05,0,0,NA,"ZK",NA,NA
"HADU",2020-09-05,0,0,NA,"ZK",NA,NA
"HOGR",2020-09-05,0,0,NA,"ZK",NA,NA
"Jaeger sp.",2020-09-05,0,0,NA,"ZK",NA,NA
"LAGU",2020-09-05,0,0,NA,"ZK",NA,NA
"LTDU",2020-09-05,0,0,NA,"ZK",NA,NA
"Large alcid sp.",2020-09-05,0,0,NA,"ZK",NA,NA
"Loon sp.",2020-09-05,0,0,NA,"ZK",NA,NA
"MALL",2020-09-05,0,0,NA,"ZK",NA,NA
"MALL/ABDU",2020-09-05,0,0,NA,"ZK",NA,NA
"NOGA",2020-09-05,0,0,NA,"ZK",NA,NA
"NOPI",2020-09-05,0,0,NA,"ZK",NA,NA
"PAJA",2020-09-05,0,0,NA,"ZK",NA,NA
"POJA",2020-09-05,0,0,NA,"ZK",NA,NA
"RAZO",2020-09-05,0,0,NA,"ZK",NA,NA
"RBGU",2020-09-05,0,0,NA,"ZK",NA,NA
"RBME",2020-09-05,0,0,NA,"ZK",NA,NA
"RNGR",2020-09-05,0,0,NA,"ZK",NA,NA
"RNPH",2020-09-05,0,0,NA,"ZK",NA,NA
"RTLO",2020-09-05,0,0,NA,"ZK",NA,NA
"SUSC",2020-09-05,0,0,NA,"ZK",NA,NA
"Scoter sp.",2020-09-05,0,0,NA,"ZK",NA,NA
"Shearwater sp.",2020-09-05,0,0,NA,"ZK",NA,NA
"Tern sp.",2020-09-05,0,0,NA,"ZK",NA,NA
"WODU",2020-09-05,0,0,NA,"ZK",NA,NA
"WWSC",2020-09-05,0,0,NA,"ZK",NA,NA
"ABDU",2020-09-06,0,0,NA,"ZK",NA,NA
"BLGU",2020-09-06,0,0,NA,"ZK",NA,NA
"BLKI",2020-09-06,0,0,NA,"ZK",NA,NA
"BLSC",2020-09-06,0,0,NA,"ZK",NA,NA
"BLSK",2020-09-06,0,0,NA,"ZK",NA,NA
"BOGU",2020-09-06,0,0,NA,"ZK",NA,NA
"BRAN",2020-09-06,0,0,NA,"ZK",NA,NA
"BUFF",2020-09-06,0,0,NA,"ZK",NA,NA
"Bird sp.",2020-09-06,0,0,NA,"ZK",NA,NA
"CANG",2020-09-06,0,0,NA,"ZK",NA,NA
"CATE",2020-09-06,0,0,NA,"ZK",NA,NA
"COEI",2020-09-06,0,0,NA,"ZK",NA,NA
"COGO",2020-09-06,0,0,NA,"ZK",NA,NA
"COLO",2020-09-06,0,0,NA,"ZK",NA,NA
"COMU",2020-09-06,0,0,NA,"ZK",NA,NA
"COTE",2020-09-06,0,0,NA,"ZK",NA,NA
"Cormorant sp.",2020-09-06,0,0,NA,"ZK",NA,NA
"DCCO",2020-09-06,0,0,NA,"ZK",NA,NA
"Duck sp.",2020-09-06,0,0,NA,"ZK",NA,NA
"GBHE",2020-09-06,0,0,NA,"ZK",NA,NA
"GRCO",2020-09-06,0,0,NA,"ZK",NA,NA
"GREG",2020-09-06,0,0,NA,"ZK",NA,NA
"GRSC",2020-09-06,0,0,NA,"ZK",NA,NA
"GWTE",2020-09-06,0,0,NA,"ZK",NA,NA
"HADU",2020-09-06,0,0,NA,"ZK",NA,NA
"HOGR",2020-09-06,0,0,NA,"ZK",NA,NA
"Jaeger sp.",2020-09-06,0,0,NA,"ZK",NA,NA
"LAGU",2020-09-06,0,0,NA,"ZK",NA,NA
"LTDU",2020-09-06,0,0,NA,"ZK",NA,NA
"Large alcid sp.",2020-09-06,0,0,NA,"ZK",NA,NA
"Loon sp.",2020-09-06,0,0,NA,"ZK",NA,NA
"MALL",2020-09-06,0,0,NA,"ZK",NA,NA
"MALL/ABDU",2020-09-06,0,0,NA,"ZK",NA,NA
"NOGA",2020-09-06,0,0,NA,"ZK",NA,NA
"NOPI",2020-09-06,0,0,NA,"ZK",NA,NA
"PAJA",2020-09-06,0,0,NA,"ZK",NA,NA
"POJA",2020-09-06,0,0,NA,"ZK",NA,NA
"RAZO",2020-09-06,0,0,NA,"ZK",NA,NA
"RBGU",2020-09-06,0,0,NA,"ZK",NA,NA
"RBME",2020-09-06,0,0,NA,"ZK",NA,NA
"RNGR",2020-09-06,0,0,NA,"ZK",NA,NA
"RNPH",2020-09-06,0,0,NA,"ZK",NA,NA
"RTLO",2020-09-06,0,0,NA,"ZK",NA,NA
"SUSC",2020-09-06,0,0,NA,"ZK",NA,NA
"Scoter sp.",2020-09-06,0,0,NA,"ZK",NA,NA
"Shearwater sp.",2020-09-06,0,0,NA,"ZK",NA,NA
"Tern sp.",2020-09-06,0,0,NA,"ZK",NA,NA
"WODU",2020-09-06,0,0,NA,"ZK",NA,NA
"WWSC",2020-09-06,0,0,NA,"ZK",NA,NA
"ABDU",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"BLGU",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"BLKI",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"BLSC",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"BLSK",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"BOGU",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"BRAN",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"BUFF",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"Bird sp.",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"CANG",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"CATE",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"COEI",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"COGO",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"COLO",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"COMU",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"COTE",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"Cormorant sp.",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"DCCO",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"Duck sp.",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"GBHE",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"GRCO",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"GREG",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"GRSC",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"GWTE",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"HADU",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"HOGR",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"Jaeger sp.",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"LAGU",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"LTDU",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"Large alcid sp.",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"Loon sp.",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"MALL",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"MALL/ABDU",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"NOGA",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"NOPI",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"PAJA",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"POJA",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"RAZO",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"RBGU",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"RBME",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"RNGR",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"RNPH",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"RTLO",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"SUSC",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"Scoter sp.",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"Shearwater sp.",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"Tern sp.",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"WODU",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"WWSC",2020-09-10,0,180,"0600-0900","SB","ESE 1-3","0/ Dense Fog"
"ABDU",2020-09-11,1,204,"0540-0904","ZS","N 15-18","unlimited"
"BLGU",2020-09-11,0,204,"0540-0904","ZS","N 15-18","unlimited"
"BLKI",2020-09-11,0,204,"0540-0904","ZS","N 15-18","unlimited"
"BLSC",2020-09-11,0,204,"0540-0904","ZS","N 15-18","unlimited"
"BLSK",2020-09-11,0,204,"0540-0904","ZS","N 15-18","unlimited"
"BOGU",2020-09-11,0,204,"0540-0904","ZS","N 15-18","unlimited"
"BRAN",2020-09-11,0,204,"0540-0904","ZS","N 15-18","unlimited"
"BUFF",2020-09-11,0,204,"0540-0904","ZS","N 15-18","unlimited"
"Bird sp.",2020-09-11,0,204,"0540-0904","ZS","N 15-18","unlimited"
"CANG",2020-09-11,0,204,"0540-0904","ZS","N 15-18","unlimited"
"CATE",2020-09-11,1,204,"0540-0904","ZS","N 15-18","unlimited"
"COEI",2020-09-11,24,204,"0540-0904","ZS","N 15-18","unlimited"
"COGO",2020-09-11,0,204,"0540-0904","ZS","N 15-18","unlimited"
"COLO",2020-09-11,17,204,"0540-0904","ZS","N 15-18","unlimited"
"COMU",2020-09-11,0,204,"0540-0904","ZS","N 15-18","unlimited"
"COTE",2020-09-11,0,204,"0540-0904","ZS","N 15-18","unlimited"
"Cormorant sp.",2020-09-11,0,204,"0540-0904","ZS","N 15-18","unlimited"
"DCCO",2020-09-11,637,204,"0540-0904","ZS","N 15-18","unlimited"
"Duck sp.",2020-09-11,1,204,"0540-0904","ZS","N 15-18","unlimited"
"GBHE",2020-09-11,0,204,"0540-0904","ZS","N 15-18","unlimited"
"GRCO",2020-09-11,0,204,"0540-0904","ZS","N 15-18","unlimited"
"GREG",2020-09-11,0,204,"0540-0904","ZS","N 15-18","unlimited"
"GRSC",2020-09-11,0,204,"0540-0904","ZS","N 15-18","unlimited"
"GWTE",2020-09-11,0,204,"0540-0904","ZS","N 15-18","unlimited"
"HADU",2020-09-11,0,204,"0540-0904","ZS","N 15-18","unlimited"
"HOGR",2020-09-11,0,204,"0540-0904","ZS","N 15-18","unlimited"
"Jaeger sp.",2020-09-11,0,204,"0540-0904","ZS","N 15-18","unlimited"
"LAGU",2020-09-11,4,204,"0540-0904","ZS","N 15-18","unlimited"
"LTDU",2020-09-11,0,204,"0540-0904","ZS","N 15-18","unlimited"
"Large alcid sp.",2020-09-11,0,204,"0540-0904","ZS","N 15-18","unlimited"
"Loon sp.",2020-09-11,4,204,"0540-0904","ZS","N 15-18","unlimited"
"MALL",2020-09-11,0,204,"0540-0904","ZS","N 15-18","unlimited"
"MALL/ABDU",2020-09-11,0,204,"0540-0904","ZS","N 15-18","unlimited"
"NOGA",2020-09-11,0,204,"0540-0904","ZS","N 15-18","unlimited"
"NOPI",2020-09-11,0,204,"0540-0904","ZS","N 15-18","unlimited"
"PAJA",2020-09-11,0,204,"0540-0904","ZS","N 15-18","unlimited"
"POJA",2020-09-11,0,204,"0540-0904","ZS","N 15-18","unlimited"
"RAZO",2020-09-11,0,204,"0540-0904","ZS","N 15-18","unlimited"
"RBGU",2020-09-11,0,204,"0540-0904","ZS","N 15-18","unlimited"
"RBME",2020-09-11,0,204,"0540-0904","ZS","N 15-18","unlimited"
"RNGR",2020-09-11,0,204,"0540-0904","ZS","N 15-18","unlimited"
"RNPH",2020-09-11,0,204,"0540-0904","ZS","N 15-18","unlimited"
"RTLO",2020-09-11,0,204,"0540-0904","ZS","N 15-18","unlimited"
"SUSC",2020-09-11,2,204,"0540-0904","ZS","N 15-18","unlimited"
"Scoter sp.",2020-09-11,0,204,"0540-0904","ZS","N 15-18","unlimited"
"Shearwater sp.",2020-09-11,0,204,"0540-0904","ZS","N 15-18","unlimited"
"Tern sp.",2020-09-11,0,204,"0540-0904","ZS","N 15-18","unlimited"
"WODU",2020-09-11,0,204,"0540-0904","ZS","N 15-18","unlimited"
"WWSC",2020-09-11,6,204,"0540-0904","ZS","N 15-18","unlimited"
"ABDU",2020-09-12,0,209,"0550-0919","ZS","N 2-7","unlimited"
