"species","date","day.total","total.obs.mins","time.of.obs","principle.observer","wind.dir.speed","visibility"
"ABDU",2018-09-05,0,390,"0530-1000,","E. Johnson","NE 1-3","no data"
"BLGU",2018-09-05,0,390,"0530-1000,","E. Johnson","NE 1-3","no data"
"BLKI",2018-09-05,0,390,"0530-1000,","E. Johnson","NE 1-3","no data"
"BLSC",2018-09-05,2,390,"0530-1000,","E. Johnson","NE 1-3","no data"
"BOGU",2018-09-05,0,390,"0530-1000,","E. Johnson","NE 1-3","no data"
"BRAN",2018-09-05,0,390,"0530-1000,","E. Johnson","NE 1-3","no data"
"BUFF",2018-09-05,0,390,"0530-1000,","E. Johnson","NE 1-3","no data"
"Bird sp.",2018-09-05,1,390,"0530-1000,","E. Johnson","NE 1-3","no data"
"CANG",2018-09-05,0,390,"0530-1000,","E. Johnson","NE 1-3","no data"
"CATE",2018-09-05,2,390,"0530-1000,","E. Johnson","NE 1-3","no data"
"COEI",2018-09-05,106,390,"0530-1000,","E. Johnson","NE 1-3","no data"
"COGO",2018-09-05,0,390,"0530-1000,","E. Johnson","NE 1-3","no data"
"COLO",2018-09-05,4,390,"0530-1000,","E. Johnson","NE 1-3","no data"
"COTE",2018-09-05,0,390,"0530-1000,","E. Johnson","NE 1-3","no data"
"Cormorant sp.",2018-09-05,0,390,"0530-1000,","E. Johnson","NE 1-3","no data"
"DCCO",2018-09-05,246,390,"0530-1000,","E. Johnson","NE 1-3","no data"
"Duck sp.",2018-09-05,22,390,"0530-1000,","E. Johnson","NE 1-3","no data"
"GBHE",2018-09-05,0,390,"0530-1000,","E. Johnson","NE 1-3","no data"
"GRCO",2018-09-05,2,390,"0530-1000,","E. Johnson","NE 1-3","no data"
"GREG",2018-09-05,0,390,"0530-1000,","E. Johnson","NE 1-3","no data"
"GWTE",2018-09-05,0,390,"0530-1000,","E. Johnson","NE 1-3","no data"
"HADU",2018-09-05,0,390,"0530-1000,","E. Johnson","NE 1-3","no data"
"HOGR",2018-09-05,0,390,"0530-1000,","E. Johnson","NE 1-3","no data"
"Jaeger sp.",2018-09-05,0,390,"0530-1000,","E. Johnson","NE 1-3","no data"
"LAGU",2018-09-05,0,390,"0530-1000,","E. Johnson","NE 1-3","no data"
"LTDU",2018-09-05,0,390,"0530-1000,","E. Johnson","NE 1-3","no data"
"Large alcid sp.",2018-09-05,0,390,"0530-1000,","E. Johnson","NE 1-3","no data"
"Loon sp.",2018-09-05,0,390,"0530-1000,","E. Johnson","NE 1-3","no data"
"MALL",2018-09-05,0,390,"0530-1000,","E. Johnson","NE 1-3","no data"
"MALL/ABDU",2018-09-05,0,390,"0530-1000,","E. Johnson","NE 1-3","no data"
"NOGA",2018-09-05,5,390,"0530-1000,","E. Johnson","NE 1-3","no data"
"PAJA",2018-09-05,0,390,"0530-1000,","E. Johnson","NE 1-3","no data"
"POJA",2018-09-05,0,390,"0530-1000,","E. Johnson","NE 1-3","no data"
"RAZO",2018-09-05,0,390,"0530-1000,","E. Johnson","NE 1-3","no data"
"RBGU",2018-09-05,0,390,"0530-1000,","E. Johnson","NE 1-3","no data"
"RBME",2018-09-05,0,390,"0530-1000,","E. Johnson","NE 1-3","no data"
"RNGR",2018-09-05,0,390,"0530-1000,","E. Johnson","NE 1-3","no data"
"RTLO",2018-09-05,0,390,"0530-1000,","E. Johnson","NE 1-3","no data"
"SUSC",2018-09-05,0,390,"0530-1000,","E. Johnson","NE 1-3","no data"
"Scoter sp.",2018-09-05,21,390,"0530-1000,","E. Johnson","NE 1-3","no data"
"Tern sp.",2018-09-05,0,390,"0530-1000,","E. Johnson","NE 1-3","no data"
"WODU",2018-09-05,0,390,"0530-1000,","E. Johnson","NE 1-3","no data"
"WWSC",2018-09-05,11,390,"0530-1000,","E. Johnson","NE 1-3","no data"
"ABDU",2018-09-06,0,120,"1600-1800","S. Benz","W 3-8","10 miles"
"BLGU",2018-09-06,0,120,"1600-1800","S. Benz","W 3-8","10 miles"
"BLKI",2018-09-06,0,120,"1600-1800","S. Benz","W 3-8","10 miles"
"BLSC",2018-09-06,0,120,"1600-1800","S. Benz","W 3-8","10 miles"
"BOGU",2018-09-06,0,120,"1600-1800","S. Benz","W 3-8","10 miles"
"BRAN",2018-09-06,0,120,"1600-1800","S. Benz","W 3-8","10 miles"
"BUFF",2018-09-06,0,120,"1600-1800","S. Benz","W 3-8","10 miles"
"Bird sp.",2018-09-06,0,120,"1600-1800","S. Benz","W 3-8","10 miles"
"CANG",2018-09-06,0,120,"1600-1800","S. Benz","W 3-8","10 miles"
"CATE",2018-09-06,3,120,"1600-1800","S. Benz","W 3-8","10 miles"
"COEI",2018-09-06,0,120,"1600-1800","S. Benz","W 3-8","10 miles"
"COGO",2018-09-06,0,120,"1600-1800","S. Benz","W 3-8","10 miles"
"COLO",2018-09-06,0,120,"1600-1800","S. Benz","W 3-8","10 miles"
"COTE",2018-09-06,0,120,"1600-1800","S. Benz","W 3-8","10 miles"
"Cormorant sp.",2018-09-06,0,120,"1600-1800","S. Benz","W 3-8","10 miles"
"DCCO",2018-09-06,13,120,"1600-1800","S. Benz","W 3-8","10 miles"
"Duck sp.",2018-09-06,1,120,"1600-1800","S. Benz","W 3-8","10 miles"
"GBHE",2018-09-06,0,120,"1600-1800","S. Benz","W 3-8","10 miles"
"GRCO",2018-09-06,2,120,"1600-1800","S. Benz","W 3-8","10 miles"
"GREG",2018-09-06,0,120,"1600-1800","S. Benz","W 3-8","10 miles"
"GWTE",2018-09-06,0,120,"1600-1800","S. Benz","W 3-8","10 miles"
"HADU",2018-09-06,0,120,"1600-1800","S. Benz","W 3-8","10 miles"
"HOGR",2018-09-06,0,120,"1600-1800","S. Benz","W 3-8","10 miles"
"Jaeger sp.",2018-09-06,0,120,"1600-1800","S. Benz","W 3-8","10 miles"
"LAGU",2018-09-06,0,120,"1600-1800","S. Benz","W 3-8","10 miles"
"LTDU",2018-09-06,0,120,"1600-1800","S. Benz","W 3-8","10 miles"
"Large alcid sp.",2018-09-06,0,120,"1600-1800","S. Benz","W 3-8","10 miles"
"Loon sp.",2018-09-06,0,120,"1600-1800","S. Benz","W 3-8","10 miles"
"MALL",2018-09-06,0,120,"1600-1800","S. Benz","W 3-8","10 miles"
"MALL/ABDU",2018-09-06,0,120,"1600-1800","S. Benz","W 3-8","10 miles"
"NOGA",2018-09-06,44,120,"1600-1800","S. Benz","W 3-8","10 miles"
"PAJA",2018-09-06,0,120,"1600-1800","S. Benz","W 3-8","10 miles"
"POJA",2018-09-06,0,120,"1600-1800","S. Benz","W 3-8","10 miles"
"RAZO",2018-09-06,0,120,"1600-1800","S. Benz","W 3-8","10 miles"
"RBGU",2018-09-06,1,120,"1600-1800","S. Benz","W 3-8","10 miles"
"RBME",2018-09-06,0,120,"1600-1800","S. Benz","W 3-8","10 miles"
"RNGR",2018-09-06,0,120,"1600-1800","S. Benz","W 3-8","10 miles"
"RTLO",2018-09-06,0,120,"1600-1800","S. Benz","W 3-8","10 miles"
"SUSC",2018-09-06,1,120,"1600-1800","S. Benz","W 3-8","10 miles"
"Scoter sp.",2018-09-06,0,120,"1600-1800","S. Benz","W 3-8","10 miles"
"Tern sp.",2018-09-06,0,120,"1600-1800","S. Benz","W 3-8","10 miles"
"WODU",2018-09-06,0,120,"1600-1800","S. Benz","W 3-8","10 miles"
"WWSC",2018-09-06,0,120,"1600-1800","S. Benz","W 3-8","10 miles"
"ABDU",2018-09-07,0,120,"0600-0900","S. Benz","N 2-5","10 miles"
"BLGU",2018-09-07,0,120,"0600-0900","S. Benz","N 2-5","10 miles"
"BLKI",2018-09-07,0,120,"0600-0900","S. Benz","N 2-5","10 miles"
"BLSC",2018-09-07,0,120,"0600-0900","S. Benz","N 2-5","10 miles"
"BOGU",2018-09-07,0,120,"0600-0900","S. Benz","N 2-5","10 miles"
"BRAN",2018-09-07,0,120,"0600-0900","S. Benz","N 2-5","10 miles"
"BUFF",2018-09-07,0,120,"0600-0900","S. Benz","N 2-5","10 miles"
"Bird sp.",2018-09-07,0,120,"0600-0900","S. Benz","N 2-5","10 miles"
"CANG",2018-09-07,0,120,"0600-0900","S. Benz","N 2-5","10 miles"
"CATE",2018-09-07,0,120,"0600-0900","S. Benz","N 2-5","10 miles"
"COEI",2018-09-07,27,120,"0600-0900","S. Benz","N 2-5","10 miles"
"COGO",2018-09-07,0,120,"0600-0900","S. Benz","N 2-5","10 miles"
"COLO",2018-09-07,6,120,"0600-0900","S. Benz","N 2-5","10 miles"
"COTE",2018-09-07,0,120,"0600-0900","S. Benz","N 2-5","10 miles"
"Cormorant sp.",2018-09-07,0,120,"0600-0900","S. Benz","N 2-5","10 miles"
"DCCO",2018-09-07,138,120,"0600-0900","S. Benz","N 2-5","10 miles"
"Duck sp.",2018-09-07,1,120,"0600-0900","S. Benz","N 2-5","10 miles"
"GBHE",2018-09-07,0,120,"0600-0900","S. Benz","N 2-5","10 miles"
"GRCO",2018-09-07,3,120,"0600-0900","S. Benz","N 2-5","10 miles"
"GREG",2018-09-07,0,120,"0600-0900","S. Benz","N 2-5","10 miles"
"GWTE",2018-09-07,0,120,"0600-0900","S. Benz","N 2-5","10 miles"
"HADU",2018-09-07,0,120,"0600-0900","S. Benz","N 2-5","10 miles"
"HOGR",2018-09-07,0,120,"0600-0900","S. Benz","N 2-5","10 miles"
"Jaeger sp.",2018-09-07,0,120,"0600-0900","S. Benz","N 2-5","10 miles"
"LAGU",2018-09-07,1,120,"0600-0900","S. Benz","N 2-5","10 miles"
"LTDU",2018-09-07,0,120,"0600-0900","S. Benz","N 2-5","10 miles"
"Large alcid sp.",2018-09-07,0,120,"0600-0900","S. Benz","N 2-5","10 miles"
"Loon sp.",2018-09-07,0,120,"0600-0900","S. Benz","N 2-5","10 miles"
"MALL",2018-09-07,0,120,"0600-0900","S. Benz","N 2-5","10 miles"
"MALL/ABDU",2018-09-07,0,120,"0600-0900","S. Benz","N 2-5","10 miles"
"NOGA",2018-09-07,78,120,"0600-0900","S. Benz","N 2-5","10 miles"
"PAJA",2018-09-07,0,120,"0600-0900","S. Benz","N 2-5","10 miles"
"POJA",2018-09-07,0,120,"0600-0900","S. Benz","N 2-5","10 miles"
"RAZO",2018-09-07,0,120,"0600-0900","S. Benz","N 2-5","10 miles"
"RBGU",2018-09-07,0,120,"0600-0900","S. Benz","N 2-5","10 miles"
"RBME",2018-09-07,0,120,"0600-0900","S. Benz","N 2-5","10 miles"
"RNGR",2018-09-07,0,120,"0600-0900","S. Benz","N 2-5","10 miles"
"RTLO",2018-09-07,0,120,"0600-0900","S. Benz","N 2-5","10 miles"
"SUSC",2018-09-07,7,120,"0600-0900","S. Benz","N 2-5","10 miles"
"Scoter sp.",2018-09-07,19,120,"0600-0900","S. Benz","N 2-5","10 miles"
"Tern sp.",2018-09-07,0,120,"0600-0900","S. Benz","N 2-5","10 miles"
"WODU",2018-09-07,0,120,"0600-0900","S. Benz","N 2-5","10 miles"
"WWSC",2018-09-07,0,120,"0600-0900","S. Benz","N 2-5","10 miles"
"ABDU",2018-09-08,0,330,"0530-0900,1700-1900","E Johnson","N  1-3","10 miles"
"BLGU",2018-09-08,2,330,"0530-0900,1700-1900","E Johnson","N  1-3","10 miles"
"BLKI",2018-09-08,0,330,"0530-0900,1700-1900","E Johnson","N  1-3","10 miles"
"BLSC",2018-09-08,8,330,"0530-0900,1700-1900","E Johnson","N  1-3","10 miles"
"BOGU",2018-09-08,0,330,"0530-0900,1700-1900","E Johnson","N  1-3","10 miles"
"BRAN",2018-09-08,0,330,"0530-0900,1700-1900","E Johnson","N  1-3","10 miles"
"BUFF",2018-09-08,0,330,"0530-0900,1700-1900","E Johnson","N  1-3","10 miles"
"Bird sp.",2018-09-08,0,330,"0530-0900,1700-1900","E Johnson","N  1-3","10 miles"
"CANG",2018-09-08,0,330,"0530-0900,1700-1900","E Johnson","N  1-3","10 miles"
"CATE",2018-09-08,0,330,"0530-0900,1700-1900","E Johnson","N  1-3","10 miles"
"COEI",2018-09-08,32,330,"0530-0900,1700-1900","E Johnson","N  1-3","10 miles"
"COGO",2018-09-08,0,330,"0530-0900,1700-1900","E Johnson","N  1-3","10 miles"
"COLO",2018-09-08,26,330,"0530-0900,1700-1900","E Johnson","N  1-3","10 miles"
"COTE",2018-09-08,0,330,"0530-0900,1700-1900","E Johnson","N  1-3","10 miles"
"Cormorant sp.",2018-09-08,1,330,"0530-0900,1700-1900","E Johnson","N  1-3","10 miles"
"DCCO",2018-09-08,190,330,"0530-0900,1700-1900","E Johnson","N  1-3","10 miles"
"Duck sp.",2018-09-08,8,330,"0530-0900,1700-1900","E Johnson","N  1-3","10 miles"
"GBHE",2018-09-08,0,330,"0530-0900,1700-1900","E Johnson","N  1-3","10 miles"
"GRCO",2018-09-08,10,330,"0530-0900,1700-1900","E Johnson","N  1-3","10 miles"
"GREG",2018-09-08,0,330,"0530-0900,1700-1900","E Johnson","N  1-3","10 miles"
"GWTE",2018-09-08,0,330,"0530-0900,1700-1900","E Johnson","N  1-3","10 miles"
"HADU",2018-09-08,0,330,"0530-0900,1700-1900","E Johnson","N  1-3","10 miles"
"HOGR",2018-09-08,0,330,"0530-0900,1700-1900","E Johnson","N  1-3","10 miles"
"Jaeger sp.",2018-09-08,0,330,"0530-0900,1700-1900","E Johnson","N  1-3","10 miles"
"LAGU",2018-09-08,10,330,"0530-0900,1700-1900","E Johnson","N  1-3","10 miles"
"LTDU",2018-09-08,0,330,"0530-0900,1700-1900","E Johnson","N  1-3","10 miles"
"Large alcid sp.",2018-09-08,0,330,"0530-0900,1700-1900","E Johnson","N  1-3","10 miles"
"Loon sp.",2018-09-08,1,330,"0530-0900,1700-1900","E Johnson","N  1-3","10 miles"
"MALL",2018-09-08,0,330,"0530-0900,1700-1900","E Johnson","N  1-3","10 miles"
"MALL/ABDU",2018-09-08,0,330,"0530-0900,1700-1900","E Johnson","N  1-3","10 miles"
"NOGA",2018-09-08,253,330,"0530-0900,1700-1900","E Johnson","N  1-3","10 miles"
"PAJA",2018-09-08,0,330,"0530-0900,1700-1900","E Johnson","N  1-3","10 miles"
"POJA",2018-09-08,0,330,"0530-0900,1700-1900","E Johnson","N  1-3","10 miles"
"RAZO",2018-09-08,0,330,"0530-0900,1700-1900","E Johnson","N  1-3","10 miles"
"RBGU",2018-09-08,1,330,"0530-0900,1700-1900","E Johnson","N  1-3","10 miles"
"RBME",2018-09-08,0,330,"0530-0900,1700-1900","E Johnson","N  1-3","10 miles"
"RNGR",2018-09-08,0,330,"0530-0900,1700-1900","E Johnson","N  1-3","10 miles"
"RTLO",2018-09-08,0,330,"0530-0900,1700-1900","E Johnson","N  1-3","10 miles"
"SUSC",2018-09-08,1,330,"0530-0900,1700-1900","E Johnson","N  1-3","10 miles"
"Scoter sp.",2018-09-08,8,330,"0530-0900,1700-1900","E Johnson","N  1-3","10 miles"
"Tern sp.",2018-09-08,0,330,"0530-0900,1700-1900","E Johnson","N  1-3","10 miles"
"WODU",2018-09-08,0,330,"0530-0900,1700-1900","E Johnson","N  1-3","10 miles"
"WWSC",2018-09-08,0,330,"0530-0900,1700-1900","E Johnson","N  1-3","10 miles"
"ABDU",2018-09-09,0,330,"0530-0900, 1700-1900","E Johnson","am NE 1-3 pm w 1-3","10 miles"
"BLGU",2018-09-09,0,330,"0530-0900, 1700-1900","E Johnson","am NE 1-3 pm w 1-3","10 miles"
"BLKI",2018-09-09,0,330,"0530-0900, 1700-1900","E Johnson","am NE 1-3 pm w 1-3","10 miles"
"BLSC",2018-09-09,18,330,"0530-0900, 1700-1900","E Johnson","am NE 1-3 pm w 1-3","10 miles"
"BOGU",2018-09-09,0,330,"0530-0900, 1700-1900","E Johnson","am NE 1-3 pm w 1-3","10 miles"
"BRAN",2018-09-09,0,330,"0530-0900, 1700-1900","E Johnson","am NE 1-3 pm w 1-3","10 miles"
"BUFF",2018-09-09,0,330,"0530-0900, 1700-1900","E Johnson","am NE 1-3 pm w 1-3","10 miles"
"Bird sp.",2018-09-09,0,330,"0530-0900, 1700-1900","E Johnson","am NE 1-3 pm w 1-3","10 miles"
"CANG",2018-09-09,0,330,"0530-0900, 1700-1900","E Johnson","am NE 1-3 pm w 1-3","10 miles"
"CATE",2018-09-09,0,330,"0530-0900, 1700-1900","E Johnson","am NE 1-3 pm w 1-3","10 miles"
"COEI",2018-09-09,44,330,"0530-0900, 1700-1900","E Johnson","am NE 1-3 pm w 1-3","10 miles"
"COGO",2018-09-09,0,330,"0530-0900, 1700-1900","E Johnson","am NE 1-3 pm w 1-3","10 miles"
"COLO",2018-09-09,15,330,"0530-0900, 1700-1900","E Johnson","am NE 1-3 pm w 1-3","10 miles"
"COTE",2018-09-09,0,330,"0530-0900, 1700-1900","E Johnson","am NE 1-3 pm w 1-3","10 miles"
"Cormorant sp.",2018-09-09,1,330,"0530-0900, 1700-1900","E Johnson","am NE 1-3 pm w 1-3","10 miles"
"DCCO",2018-09-09,612,330,"0530-0900, 1700-1900","E Johnson","am NE 1-3 pm w 1-3","10 miles"
"Duck sp.",2018-09-09,2,330,"0530-0900, 1700-1900","E Johnson","am NE 1-3 pm w 1-3","10 miles"
"GBHE",2018-09-09,0,330,"0530-0900, 1700-1900","E Johnson","am NE 1-3 pm w 1-3","10 miles"
"GRCO",2018-09-09,9,330,"0530-0900, 1700-1900","E Johnson","am NE 1-3 pm w 1-3","10 miles"
"GREG",2018-09-09,0,330,"0530-0900, 1700-1900","E Johnson","am NE 1-3 pm w 1-3","10 miles"
"GWTE",2018-09-09,0,330,"0530-0900, 1700-1900","E Johnson","am NE 1-3 pm w 1-3","10 miles"
"HADU",2018-09-09,0,330,"0530-0900, 1700-1900","E Johnson","am NE 1-3 pm w 1-3","10 miles"
"HOGR",2018-09-09,0,330,"0530-0900, 1700-1900","E Johnson","am NE 1-3 pm w 1-3","10 miles"
"Jaeger sp.",2018-09-09,0,330,"0530-0900, 1700-1900","E Johnson","am NE 1-3 pm w 1-3","10 miles"
"LAGU",2018-09-09,2,330,"0530-0900, 1700-1900","E Johnson","am NE 1-3 pm w 1-3","10 miles"
"LTDU",2018-09-09,0,330,"0530-0900, 1700-1900","E Johnson","am NE 1-3 pm w 1-3","10 miles"
"Large alcid sp.",2018-09-09,0,330,"0530-0900, 1700-1900","E Johnson","am NE 1-3 pm w 1-3","10 miles"
"Loon sp.",2018-09-09,0,330,"0530-0900, 1700-1900","E Johnson","am NE 1-3 pm w 1-3","10 miles"
"MALL",2018-09-09,0,330,"0530-0900, 1700-1900","E Johnson","am NE 1-3 pm w 1-3","10 miles"
"MALL/ABDU",2018-09-09,0,330,"0530-0900, 1700-1900","E Johnson","am NE 1-3 pm w 1-3","10 miles"
"NOGA",2018-09-09,40,330,"0530-0900, 1700-1900","E Johnson","am NE 1-3 pm w 1-3","10 miles"
"PAJA",2018-09-09,0,330,"0530-0900, 1700-1900","E Johnson","am NE 1-3 pm w 1-3","10 miles"
"POJA",2018-09-09,1,330,"0530-0900, 1700-1900","E Johnson","am NE 1-3 pm w 1-3","10 miles"
"RAZO",2018-09-09,0,330,"0530-0900, 1700-1900","E Johnson","am NE 1-3 pm w 1-3","10 miles"
"RBGU",2018-09-09,1,330,"0530-0900, 1700-1900","E Johnson","am NE 1-3 pm w 1-3","10 miles"
"RBME",2018-09-09,0,330,"0530-0900, 1700-1900","E Johnson","am NE 1-3 pm w 1-3","10 miles"
"RNGR",2018-09-09,0,330,"0530-0900, 1700-1900","E Johnson","am NE 1-3 pm w 1-3","10 miles"
"RTLO",2018-09-09,1,330,"0530-0900, 1700-1900","E Johnson","am NE 1-3 pm w 1-3","10 miles"
"SUSC",2018-09-09,5,330,"0530-0900, 1700-1900","E Johnson","am NE 1-3 pm w 1-3","10 miles"
"Scoter sp.",2018-09-09,26,330,"0530-0900, 1700-1900","E Johnson","am NE 1-3 pm w 1-3","10 miles"
"Tern sp.",2018-09-09,0,330,"0530-0900, 1700-1900","E Johnson","am NE 1-3 pm w 1-3","10 miles"
"WODU",2018-09-09,0,330,"0530-0900, 1700-1900","E Johnson","am NE 1-3 pm w 1-3","10 miles"
"WWSC",2018-09-09,0,330,"0530-0900, 1700-1900","E Johnson","am NE 1-3 pm w 1-3","10 miles"
"ABDU",2018-09-10,0,330,"0530-0900, 1700-1900","E Johnson","E 3-5","10 miles"
"BLGU",2018-09-10,0,330,"0530-0900, 1700-1900","E Johnson","E 3-5","10 miles"
"BLKI",2018-09-10,0,330,"0530-0900, 1700-1900","E Johnson","E 3-5","10 miles"
"BLSC",2018-09-10,13,330,"0530-0900, 1700-1900","E Johnson","E 3-5","10 miles"
"BOGU",2018-09-10,0,330,"0530-0900, 1700-1900","E Johnson","E 3-5","10 miles"
"BRAN",2018-09-10,0,330,"0530-0900, 1700-1900","E Johnson","E 3-5","10 miles"
"BUFF",2018-09-10,0,330,"0530-0900, 1700-1900","E Johnson","E 3-5","10 miles"
"Bird sp.",2018-09-10,0,330,"0530-0900, 1700-1900","E Johnson","E 3-5","10 miles"
"CANG",2018-09-10,0,330,"0530-0900, 1700-1900","E Johnson","E 3-5","10 miles"
"CATE",2018-09-10,2,330,"0530-0900, 1700-1900","E Johnson","E 3-5","10 miles"
"COEI",2018-09-10,59,330,"0530-0900, 1700-1900","E Johnson","E 3-5","10 miles"
"COGO",2018-09-10,0,330,"0530-0900, 1700-1900","E Johnson","E 3-5","10 miles"
"COLO",2018-09-10,12,330,"0530-0900, 1700-1900","E Johnson","E 3-5","10 miles"
"COTE",2018-09-10,4,330,"0530-0900, 1700-1900","E Johnson","E 3-5","10 miles"
"Cormorant sp.",2018-09-10,0,330,"0530-0900, 1700-1900","E Johnson","E 3-5","10 miles"
"DCCO",2018-09-10,119,330,"0530-0900, 1700-1900","E Johnson","E 3-5","10 miles"
"Duck sp.",2018-09-10,10,330,"0530-0900, 1700-1900","E Johnson","E 3-5","10 miles"
"GBHE",2018-09-10,0,330,"0530-0900, 1700-1900","E Johnson","E 3-5","10 miles"
"GRCO",2018-09-10,14,330,"0530-0900, 1700-1900","E Johnson","E 3-5","10 miles"
"GREG",2018-09-10,0,330,"0530-0900, 1700-1900","E Johnson","E 3-5","10 miles"
"GWTE",2018-09-10,1,330,"0530-0900, 1700-1900","E Johnson","E 3-5","10 miles"
"HADU",2018-09-10,0,330,"0530-0900, 1700-1900","E Johnson","E 3-5","10 miles"
"HOGR",2018-09-10,0,330,"0530-0900, 1700-1900","E Johnson","E 3-5","10 miles"
"Jaeger sp.",2018-09-10,0,330,"0530-0900, 1700-1900","E Johnson","E 3-5","10 miles"
"LAGU",2018-09-10,3,330,"0530-0900, 1700-1900","E Johnson","E 3-5","10 miles"
"LTDU",2018-09-10,0,330,"0530-0900, 1700-1900","E Johnson","E 3-5","10 miles"
"Large alcid sp.",2018-09-10,1,330,"0530-0900, 1700-1900","E Johnson","E 3-5","10 miles"
"Loon sp.",2018-09-10,1,330,"0530-0900, 1700-1900","E Johnson","E 3-5","10 miles"
"MALL",2018-09-10,0,330,"0530-0900, 1700-1900","E Johnson","E 3-5","10 miles"
"MALL/ABDU",2018-09-10,0,330,"0530-0900, 1700-1900","E Johnson","E 3-5","10 miles"
"NOGA",2018-09-10,53,330,"0530-0900, 1700-1900","E Johnson","E 3-5","10 miles"
"PAJA",2018-09-10,0,330,"0530-0900, 1700-1900","E Johnson","E 3-5","10 miles"
"POJA",2018-09-10,0,330,"0530-0900, 1700-1900","E Johnson","E 3-5","10 miles"
"RAZO",2018-09-10,0,330,"0530-0900, 1700-1900","E Johnson","E 3-5","10 miles"
"RBGU",2018-09-10,0,330,"0530-0900, 1700-1900","E Johnson","E 3-5","10 miles"
"RBME",2018-09-10,0,330,"0530-0900, 1700-1900","E Johnson","E 3-5","10 miles"
"RNGR",2018-09-10,0,330,"0530-0900, 1700-1900","E Johnson","E 3-5","10 miles"
"RTLO",2018-09-10,0,330,"0530-0900, 1700-1900","E Johnson","E 3-5","10 miles"
