"species","date","day.total","total.obs.mins","time.of.obs","principle.observer","wind.dir.speed","visibility"
"Scoter sp.",2022-09-14,0,180,"5:40-6:40, 9:40-11:40","TG","NE/1mph","5 miles"
"Tern sp.",2022-09-14,0,180,"5:40-6:40, 9:40-11:40","TG","NE/1mph","5 miles"
"WODU",2022-09-14,0,180,"5:40-6:40, 9:40-11:40","TG","NE/1mph","5 miles"
"WWSC",2022-09-14,0,180,"5:40-6:40, 9:40-11:40","TG","NE/1mph","5 miles"
"ABDU",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"AMWI",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"BLGU",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"BLKI",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"BLSC",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"BLSK",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"BOGU",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"BRAN",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"BUFF",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"Bird sp.",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"CANG",2022-09-15,4,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"CATE",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"COEI",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"COGO",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"COLO",2022-09-15,3,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"COMU",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"COTE",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"Calidris sp.",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"Cormorant sp.",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"DCCO",2022-09-15,36,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"Duck sp.",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"GBHE",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"GRCO",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"GREG",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"GRSC",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"GRSH",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"GWTE",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"HADU",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"HOGR",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"Jaeger sp.",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"LAGU",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"LTDU",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"Large alcid sp.",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"Loon sp.",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"MALL",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"MALL/ABDU",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"NOGA",2022-09-15,353,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"NOPI",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"PAJA",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"POJA",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"RAZO",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"RBGU",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"RBME",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"RNGR",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"RNPH",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"RTLO",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"SUSC",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"Scaup sp.",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"Scoter sp.",2022-09-15,7,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"Tern sp.",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"WODU",2022-09-15,0,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"WWSC",2022-09-15,9,300,"5:40-10:40","TG","WNW 10-20","10 miles +"
"ABDU",2022-09-16,0,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"AMWI",2022-09-16,0,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"BLGU",2022-09-16,0,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"BLKI",2022-09-16,0,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"BLSC",2022-09-16,0,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"BLSK",2022-09-16,0,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"BOGU",2022-09-16,0,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"BRAN",2022-09-16,0,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"BUFF",2022-09-16,0,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"Bird sp.",2022-09-16,0,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"CANG",2022-09-16,1,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"CATE",2022-09-16,0,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"COEI",2022-09-16,0,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"COGO",2022-09-16,0,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"COLO",2022-09-16,14,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"COMU",2022-09-16,0,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"COTE",2022-09-16,0,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"Calidris sp.",2022-09-16,0,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"Cormorant sp.",2022-09-16,0,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"DCCO",2022-09-16,101,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"Duck sp.",2022-09-16,2,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"GBHE",2022-09-16,0,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"GRCO",2022-09-16,2,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"GREG",2022-09-16,0,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"GRSC",2022-09-16,0,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"GRSH",2022-09-16,0,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"GWTE",2022-09-16,0,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"HADU",2022-09-16,0,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"HOGR",2022-09-16,0,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"Jaeger sp.",2022-09-16,0,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"LAGU",2022-09-16,1,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"LTDU",2022-09-16,0,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"Large alcid sp.",2022-09-16,0,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"Loon sp.",2022-09-16,0,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"MALL",2022-09-16,0,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"MALL/ABDU",2022-09-16,0,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"NOGA",2022-09-16,130,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"NOPI",2022-09-16,0,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"PAJA",2022-09-16,0,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"POJA",2022-09-16,0,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"RAZO",2022-09-16,0,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"RBGU",2022-09-16,1,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"RBME",2022-09-16,0,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"RNGR",2022-09-16,0,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"RNPH",2022-09-16,0,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"RTLO",2022-09-16,0,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"SUSC",2022-09-16,0,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"Scaup sp.",2022-09-16,0,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"Scoter sp.",2022-09-16,49,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"Tern sp.",2022-09-16,0,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"WODU",2022-09-16,0,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"WWSC",2022-09-16,1,300,"5:40-10:40","TG","WNW 8-15","10 miles +"
"ABDU",2022-09-17,0,0,NA,NA,NA,NA
"AMWI",2022-09-17,0,0,NA,NA,NA,NA
"BLGU",2022-09-17,0,0,NA,NA,NA,NA
"BLKI",2022-09-17,0,0,NA,NA,NA,NA
"BLSC",2022-09-17,0,0,NA,NA,NA,NA
"BLSK",2022-09-17,0,0,NA,NA,NA,NA
"BOGU",2022-09-17,0,0,NA,NA,NA,NA
"BRAN",2022-09-17,0,0,NA,NA,NA,NA
"BUFF",2022-09-17,0,0,NA,NA,NA,NA
"Bird sp.",2022-09-17,0,0,NA,NA,NA,NA
"CANG",2022-09-17,0,0,NA,NA,NA,NA
"CATE",2022-09-17,0,0,NA,NA,NA,NA
"COEI",2022-09-17,0,0,NA,NA,NA,NA
"COGO",2022-09-17,0,0,NA,NA,NA,NA
"COLO",2022-09-17,0,0,NA,NA,NA,NA
"COMU",2022-09-17,0,0,NA,NA,NA,NA
"COTE",2022-09-17,0,0,NA,NA,NA,NA
"Calidris sp.",2022-09-17,0,0,NA,NA,NA,NA
"Cormorant sp.",2022-09-17,0,0,NA,NA,NA,NA
"DCCO",2022-09-17,0,0,NA,NA,NA,NA
"Duck sp.",2022-09-17,0,0,NA,NA,NA,NA
"GBHE",2022-09-17,0,0,NA,NA,NA,NA
"GRCO",2022-09-17,0,0,NA,NA,NA,NA
"GREG",2022-09-17,0,0,NA,NA,NA,NA
"GRSC",2022-09-17,0,0,NA,NA,NA,NA
"GRSH",2022-09-17,0,0,NA,NA,NA,NA
"GWTE",2022-09-17,0,0,NA,NA,NA,NA
"HADU",2022-09-17,0,0,NA,NA,NA,NA
"HOGR",2022-09-17,0,0,NA,NA,NA,NA
"Jaeger sp.",2022-09-17,0,0,NA,NA,NA,NA
"LAGU",2022-09-17,0,0,NA,NA,NA,NA
"LTDU",2022-09-17,0,0,NA,NA,NA,NA
"Large alcid sp.",2022-09-17,0,0,NA,NA,NA,NA
"Loon sp.",2022-09-17,0,0,NA,NA,NA,NA
"MALL",2022-09-17,0,0,NA,NA,NA,NA
"MALL/ABDU",2022-09-17,0,0,NA,NA,NA,NA
"NOGA",2022-09-17,0,0,NA,NA,NA,NA
"NOPI",2022-09-17,0,0,NA,NA,NA,NA
"PAJA",2022-09-17,0,0,NA,NA,NA,NA
"POJA",2022-09-17,0,0,NA,NA,NA,NA
"RAZO",2022-09-17,0,0,NA,NA,NA,NA
"RBGU",2022-09-17,0,0,NA,NA,NA,NA
"RBME",2022-09-17,0,0,NA,NA,NA,NA
"RNGR",2022-09-17,0,0,NA,NA,NA,NA
"RNPH",2022-09-17,0,0,NA,NA,NA,NA
"RTLO",2022-09-17,0,0,NA,NA,NA,NA
"SUSC",2022-09-17,0,0,NA,NA,NA,NA
"Scaup sp.",2022-09-17,0,0,NA,NA,NA,NA
"Scoter sp.",2022-09-17,0,0,NA,NA,NA,NA
"Tern sp.",2022-09-17,0,0,NA,NA,NA,NA
"WODU",2022-09-17,0,0,NA,NA,NA,NA
"WWSC",2022-09-17,0,0,NA,NA,NA,NA
"ABDU",2022-09-18,0,300,"5:45-10:45","TG","E/<1mph","9 miles"
"AMWI",2022-09-18,0,300,"5:45-10:45","TG","E/<1mph","9 miles"
"BLGU",2022-09-18,0,300,"5:45-10:45","TG","E/<1mph","9 miles"
"BLKI",2022-09-18,0,300,"5:45-10:45","TG","E/<1mph","9 miles"
"BLSC",2022-09-18,2,300,"5:45-10:45","TG","E/<1mph","9 miles"
"BLSK",2022-09-18,0,300,"5:45-10:45","TG","E/<1mph","9 miles"
"BOGU",2022-09-18,0,300,"5:45-10:45","TG","E/<1mph","9 miles"
"BRAN",2022-09-18,0,300,"5:45-10:45","TG","E/<1mph","9 miles"
"BUFF",2022-09-18,0,300,"5:45-10:45","TG","E/<1mph","9 miles"
"Bird sp.",2022-09-18,0,300,"5:45-10:45","TG","E/<1mph","9 miles"
"CANG",2022-09-18,5,300,"5:45-10:45","TG","E/<1mph","9 miles"
"CATE",2022-09-18,0,300,"5:45-10:45","TG","E/<1mph","9 miles"
"COEI",2022-09-18,13,300,"5:45-10:45","TG","E/<1mph","9 miles"
"COGO",2022-09-18,0,300,"5:45-10:45","TG","E/<1mph","9 miles"
"COLO",2022-09-18,16,300,"5:45-10:45","TG","E/<1mph","9 miles"
"COMU",2022-09-18,0,300,"5:45-10:45","TG","E/<1mph","9 miles"
"COTE",2022-09-18,0,300,"5:45-10:45","TG","E/<1mph","9 miles"
"Calidris sp.",2022-09-18,0,300,"5:45-10:45","TG","E/<1mph","9 miles"
"Cormorant sp.",2022-09-18,1,300,"5:45-10:45","TG","E/<1mph","9 miles"
"DCCO",2022-09-18,98,300,"5:45-10:45","TG","E/<1mph","9 miles"
"Duck sp.",2022-09-18,0,300,"5:45-10:45","TG","E/<1mph","9 miles"
"GBHE",2022-09-18,0,300,"5:45-10:45","TG","E/<1mph","9 miles"
"GRCO",2022-09-18,0,300,"5:45-10:45","TG","E/<1mph","9 miles"
"GREG",2022-09-18,0,300,"5:45-10:45","TG","E/<1mph","9 miles"
"GRSC",2022-09-18,0,300,"5:45-10:45","TG","E/<1mph","9 miles"
"GRSH",2022-09-18,0,300,"5:45-10:45","TG","E/<1mph","9 miles"
"GWTE",2022-09-18,0,300,"5:45-10:45","TG","E/<1mph","9 miles"
"HADU",2022-09-18,0,300,"5:45-10:45","TG","E/<1mph","9 miles"
"HOGR",2022-09-18,0,300,"5:45-10:45","TG","E/<1mph","9 miles"
"Jaeger sp.",2022-09-18,0,300,"5:45-10:45","TG","E/<1mph","9 miles"
"LAGU",2022-09-18,0,300,"5:45-10:45","TG","E/<1mph","9 miles"
"LTDU",2022-09-18,0,300,"5:45-10:45","TG","E/<1mph","9 miles"
"Large alcid sp.",2022-09-18,0,300,"5:45-10:45","TG","E/<1mph","9 miles"
"Loon sp.",2022-09-18,2,300,"5:45-10:45","TG","E/<1mph","9 miles"
"MALL",2022-09-18,0,300,"5:45-10:45","TG","E/<1mph","9 miles"
"MALL/ABDU",2022-09-18,0,300,"5:45-10:45","TG","E/<1mph","9 miles"
"NOGA",2022-09-18,130,300,"5:45-10:45","TG","E/<1mph","9 miles"
"NOPI",2022-09-18,0,300,"5:45-10:45","TG","E/<1mph","9 miles"
"PAJA",2022-09-18,0,300,"5:45-10:45","TG","E/<1mph","9 miles"
"POJA",2022-09-18,0,300,"5:45-10:45","TG","E/<1mph","9 miles"
"RAZO",2022-09-18,0,300,"5:45-10:45","TG","E/<1mph","9 miles"
"RBGU",2022-09-18,0,300,"5:45-10:45","TG","E/<1mph","9 miles"
"RBME",2022-09-18,2,300,"5:45-10:45","TG","E/<1mph","9 miles"
"RNGR",2022-09-18,0,300,"5:45-10:45","TG","E/<1mph","9 miles"
"RNPH",2022-09-18,0,300,"5:45-10:45","TG","E/<1mph","9 miles"
"RTLO",2022-09-18,0,300,"5:45-10:45","TG","E/<1mph","9 miles"
"SUSC",2022-09-18,0,300,"5:45-10:45","TG","E/<1mph","9 miles"
"Scaup sp.",2022-09-18,0,300,"5:45-10:45","TG","E/<1mph","9 miles"
"Scoter sp.",2022-09-18,16,300,"5:45-10:45","TG","E/<1mph","9 miles"
"Tern sp.",2022-09-18,0,300,"5:45-10:45","TG","E/<1mph","9 miles"
"WODU",2022-09-18,0,300,"5:45-10:45","TG","E/<1mph","9 miles"
"WWSC",2022-09-18,2,300,"5:45-10:45","TG","E/<1mph","9 miles"
"ABDU",2022-09-19,0,290,"5:50-10:50","TG","S/<1mph","10+ miles"
"AMWI",2022-09-19,0,290,"5:50-10:50","TG","S/<1mph","10+ miles"
"BLGU",2022-09-19,0,290,"5:50-10:50","TG","S/<1mph","10+ miles"
"BLKI",2022-09-19,0,290,"5:50-10:50","TG","S/<1mph","10+ miles"
"BLSC",2022-09-19,0,290,"5:50-10:50","TG","S/<1mph","10+ miles"
"BLSK",2022-09-19,0,290,"5:50-10:50","TG","S/<1mph","10+ miles"
"BOGU",2022-09-19,0,290,"5:50-10:50","TG","S/<1mph","10+ miles"
"BRAN",2022-09-19,0,290,"5:50-10:50","TG","S/<1mph","10+ miles"
"BUFF",2022-09-19,0,290,"5:50-10:50","TG","S/<1mph","10+ miles"
"Bird sp.",2022-09-19,0,290,"5:50-10:50","TG","S/<1mph","10+ miles"
"CANG",2022-09-19,8,290,"5:50-10:50","TG","S/<1mph","10+ miles"
"CATE",2022-09-19,0,290,"5:50-10:50","TG","S/<1mph","10+ miles"
"COEI",2022-09-19,0,290,"5:50-10:50","TG","S/<1mph","10+ miles"
"COGO",2022-09-19,0,290,"5:50-10:50","TG","S/<1mph","10+ miles"
"COLO",2022-09-19,11,290,"5:50-10:50","TG","S/<1mph","10+ miles"
"COMU",2022-09-19,0,290,"5:50-10:50","TG","S/<1mph","10+ miles"
