"species","date","day.total","total.obs.mins","time.of.obs","principle.observer","wind.dir.speed","visibility"
"CORA",2017-09-25,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3",NA
"COTE",2017-09-25,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3",NA
"Cormorant sp.",2017-09-25,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3",NA
"DCCO",2017-09-25,66,300,"6:15-9:15;4:15-6:15","AS","Var 1-3",NA
"Falcon sp.",2017-09-25,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3",NA
"GBHE",2017-09-25,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3",NA
"GRCA",2017-09-25,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3",NA
"GRCO",2017-09-25,1,300,"6:15-9:15;4:15-6:15","AS","Var 1-3",NA
"GWTE",2017-09-25,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3",NA
"HADU",2017-09-25,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3",NA
"HAWO",2017-09-25,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3",NA
"Jaeger sp.",2017-09-25,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3",NA
"LAGU",2017-09-25,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3",NA
"LTDU",2017-09-25,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3",NA
"Large alcid sp.",2017-09-25,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3",NA
"Loon sp.",2017-09-25,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3",NA
"MERL",2017-09-25,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3",NA
"NOGA",2017-09-25,1,300,"6:15-9:15;4:15-6:15","AS","Var 1-3",NA
"NOHA",2017-09-25,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3",NA
"OSPR",2017-09-25,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3",NA
"PAWA",2017-09-25,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3",NA
"PEFA",2017-09-25,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3",NA
"PUSA",2017-09-25,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3",NA
"RAZO",2017-09-25,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3",NA
"RBGU",2017-09-25,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3",NA
"RBME",2017-09-25,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3",NA
"RNGR",2017-09-25,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3",NA
"RTHU",2017-09-25,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3",NA
"RTLO",2017-09-25,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3",NA
"SAND",2017-09-25,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3",NA
"SESA",2017-09-25,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3",NA
"SNBU",2017-09-25,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3",NA
"SSHA",2017-09-25,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3",NA
"SUSC",2017-09-25,54,300,"6:15-9:15;4:15-6:15","AS","Var 1-3",NA
"Scoter sp.",2017-09-25,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3",NA
"Tern sp.",2017-09-25,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3",NA
"WHIM",2017-09-25,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3",NA
"WRSA",2017-09-25,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3",NA
"WWSC",2017-09-25,4,300,"6:15-9:15;4:15-6:15","AS","Var 1-3",NA
"YRWA",2017-09-25,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3",NA
"ABDU",2017-09-26,0,0,NA,NA,NA,NA
"AMGO",2017-09-26,0,0,NA,NA,NA,NA
"AMPI",2017-09-26,0,0,NA,NA,NA,NA
"BAEA",2017-09-26,0,0,NA,NA,NA,NA
"BBPL",2017-09-26,0,0,NA,NA,NA,NA
"BLGU",2017-09-26,0,0,NA,NA,NA,NA
"BLKI",2017-09-26,0,0,NA,NA,NA,NA
"BLSC",2017-09-26,0,0,NA,NA,NA,NA
"BOGU",2017-09-26,0,0,NA,NA,NA,NA
"Bird sp.",2017-09-26,0,0,NA,NA,NA,NA
"CANG",2017-09-26,0,0,NA,NA,NA,NA
"CATE",2017-09-26,0,0,NA,NA,NA,NA
"COEI",2017-09-26,0,0,NA,NA,NA,NA
"COLO",2017-09-26,0,0,NA,NA,NA,NA
"CORA",2017-09-26,0,0,NA,NA,NA,NA
"COTE",2017-09-26,0,0,NA,NA,NA,NA
"Cormorant sp.",2017-09-26,0,0,NA,NA,NA,NA
"DCCO",2017-09-26,0,0,NA,NA,NA,NA
"Falcon sp.",2017-09-26,0,0,NA,NA,NA,NA
"GBHE",2017-09-26,0,0,NA,NA,NA,NA
"GRCA",2017-09-26,0,0,NA,NA,NA,NA
"GRCO",2017-09-26,0,0,NA,NA,NA,NA
"GWTE",2017-09-26,0,0,NA,NA,NA,NA
"HADU",2017-09-26,0,0,NA,NA,NA,NA
"HAWO",2017-09-26,0,0,NA,NA,NA,NA
"Jaeger sp.",2017-09-26,0,0,NA,NA,NA,NA
"LAGU",2017-09-26,0,0,NA,NA,NA,NA
"LTDU",2017-09-26,0,0,NA,NA,NA,NA
"Large alcid sp.",2017-09-26,0,0,NA,NA,NA,NA
"Loon sp.",2017-09-26,0,0,NA,NA,NA,NA
"MERL",2017-09-26,0,0,NA,NA,NA,NA
"NOGA",2017-09-26,0,0,NA,NA,NA,NA
"NOHA",2017-09-26,0,0,NA,NA,NA,NA
"OSPR",2017-09-26,0,0,NA,NA,NA,NA
"PAWA",2017-09-26,0,0,NA,NA,NA,NA
"PEFA",2017-09-26,0,0,NA,NA,NA,NA
"PUSA",2017-09-26,0,0,NA,NA,NA,NA
"RAZO",2017-09-26,0,0,NA,NA,NA,NA
"RBGU",2017-09-26,0,0,NA,NA,NA,NA
"RBME",2017-09-26,0,0,NA,NA,NA,NA
"RNGR",2017-09-26,0,0,NA,NA,NA,NA
"RTHU",2017-09-26,0,0,NA,NA,NA,NA
"RTLO",2017-09-26,0,0,NA,NA,NA,NA
"SAND",2017-09-26,0,0,NA,NA,NA,NA
"SESA",2017-09-26,0,0,NA,NA,NA,NA
"SNBU",2017-09-26,0,0,NA,NA,NA,NA
"SSHA",2017-09-26,0,0,NA,NA,NA,NA
"SUSC",2017-09-26,0,0,NA,NA,NA,NA
"Scoter sp.",2017-09-26,0,0,NA,NA,NA,NA
"Tern sp.",2017-09-26,0,0,NA,NA,NA,NA
"WHIM",2017-09-26,0,0,NA,NA,NA,NA
"WRSA",2017-09-26,0,0,NA,NA,NA,NA
"WWSC",2017-09-26,0,0,NA,NA,NA,NA
"YRWA",2017-09-26,0,0,NA,NA,NA,NA
"ABDU",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"AMGO",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"AMPI",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"BAEA",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"BBPL",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"BLGU",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"BLKI",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"BLSC",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"BOGU",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"Bird sp.",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"CANG",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"CATE",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"COEI",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"COLO",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"CORA",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"COTE",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"Cormorant sp.",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"DCCO",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"Falcon sp.",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"GBHE",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"GRCA",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"GRCO",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"GWTE",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"HADU",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"HAWO",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"Jaeger sp.",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"LAGU",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"LTDU",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"Large alcid sp.",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"Loon sp.",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"MERL",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"NOGA",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"NOHA",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"OSPR",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"PAWA",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"PEFA",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"PUSA",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"RAZO",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"RBGU",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"RBME",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"RNGR",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"RTHU",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"RTLO",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"SAND",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"SESA",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"SNBU",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"SSHA",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"SUSC",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"Scoter sp.",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"Tern sp.",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"WHIM",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"WRSA",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"WWSC",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"YRWA",2017-09-27,0,120,"6:15-7:15; 4:15-5:15","AS","FOG",NA
"ABDU",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"AMGO",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"AMPI",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"BAEA",2017-09-28,1,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"BBPL",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"BLGU",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"BLKI",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"BLSC",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"BOGU",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"Bird sp.",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"CANG",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"CATE",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"COEI",2017-09-28,2,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"COLO",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"CORA",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"COTE",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"Cormorant sp.",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"DCCO",2017-09-28,6,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"Falcon sp.",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"GBHE",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"GRCA",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"GRCO",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"GWTE",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"HADU",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"HAWO",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"Jaeger sp.",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"LAGU",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"LTDU",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"Large alcid sp.",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"Loon sp.",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"MERL",2017-09-28,1,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"NOGA",2017-09-28,3,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"NOHA",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"OSPR",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"PAWA",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"PEFA",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"PUSA",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"RAZO",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"RBGU",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"RBME",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"RNGR",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"RTHU",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"RTLO",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"SAND",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"SESA",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"SNBU",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"SSHA",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"SUSC",2017-09-28,4,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"Scoter sp.",2017-09-28,1,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"Tern sp.",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"WHIM",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"WRSA",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"WWSC",2017-09-28,4,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"YRWA",2017-09-28,0,300,"6:15-9:15;4:15-6:15","AS","Var 1-3; NW 15-20",NA
"ABDU",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"AMGO",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"AMPI",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"BAEA",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"BBPL",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"BLGU",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"BLKI",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"BLSC",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"BOGU",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"Bird sp.",2017-09-29,37,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"CANG",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"CATE",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"COEI",2017-09-29,6,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"COLO",2017-09-29,12,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"CORA",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"COTE",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"Cormorant sp.",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"DCCO",2017-09-29,96,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"Falcon sp.",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"GBHE",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"GRCA",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"GRCO",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"GWTE",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"HADU",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"HAWO",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"Jaeger sp.",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"LAGU",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"LTDU",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"Large alcid sp.",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"Loon sp.",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"MERL",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"NOGA",2017-09-29,2,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"NOHA",2017-09-29,2,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"OSPR",2017-09-29,1,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"PAWA",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"PEFA",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"PUSA",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"RAZO",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"RBGU",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"RBME",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"RNGR",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"RTHU",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"RTLO",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"SAND",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"SESA",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"SNBU",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"SSHA",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"SUSC",2017-09-29,32,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"Scoter sp.",2017-09-29,1,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"Tern sp.",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"WHIM",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"WRSA",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"WWSC",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"YRWA",2017-09-29,0,300,"630-930;400-600","AS","No Wind Dir. 1-3",NA
"ABDU",2017-09-30,0,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"AMGO",2017-09-30,0,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"AMPI",2017-09-30,0,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"BAEA",2017-09-30,0,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"BBPL",2017-09-30,0,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"BLGU",2017-09-30,0,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"BLKI",2017-09-30,0,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"BLSC",2017-09-30,9,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"BOGU",2017-09-30,0,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"Bird sp.",2017-09-30,200,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"CANG",2017-09-30,44,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"CATE",2017-09-30,0,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"COEI",2017-09-30,48,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"COLO",2017-09-30,6,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"CORA",2017-09-30,0,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"COTE",2017-09-30,0,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"Cormorant sp.",2017-09-30,0,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"DCCO",2017-09-30,191,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"Falcon sp.",2017-09-30,0,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"GBHE",2017-09-30,0,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"GRCA",2017-09-30,0,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"GRCO",2017-09-30,2,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"GWTE",2017-09-30,0,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"HADU",2017-09-30,0,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"HAWO",2017-09-30,0,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"Jaeger sp.",2017-09-30,0,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"LAGU",2017-09-30,0,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"LTDU",2017-09-30,0,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"Large alcid sp.",2017-09-30,0,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"Loon sp.",2017-09-30,1,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"MERL",2017-09-30,1,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"NOGA",2017-09-30,1,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"NOHA",2017-09-30,0,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"OSPR",2017-09-30,0,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"PAWA",2017-09-30,0,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"PEFA",2017-09-30,1,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"PUSA",2017-09-30,0,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"RAZO",2017-09-30,0,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"RBGU",2017-09-30,0,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"RBME",2017-09-30,0,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"RNGR",2017-09-30,0,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"RTHU",2017-09-30,0,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"RTLO",2017-09-30,1,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"SAND",2017-09-30,0,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"SESA",2017-09-30,0,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"SNBU",2017-09-30,0,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"SSHA",2017-09-30,0,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"SUSC",2017-09-30,76,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"Scoter sp.",2017-09-30,64,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"Tern sp.",2017-09-30,0,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"WHIM",2017-09-30,0,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"WRSA",2017-09-30,0,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"WWSC",2017-09-30,0,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"YRWA",2017-09-30,0,300,"630-930;4-6","AS","No Wind Dir 1-3",NA
"ABDU",2017-10-01,0,300,"630-930;4-6","AS","NWD 1-3;3-6",NA
"AMGO",2017-10-01,0,300,"630-930;4-6","AS","NWD 1-3;3-6",NA
"AMPI",2017-10-01,0,300,"630-930;4-6","AS","NWD 1-3;3-6",NA
"BAEA",2017-10-01,0,300,"630-930;4-6","AS","NWD 1-3;3-6",NA
"BBPL",2017-10-01,0,300,"630-930;4-6","AS","NWD 1-3;3-6",NA
"BLGU",2017-10-01,0,300,"630-930;4-6","AS","NWD 1-3;3-6",NA
